GeneSymbol	GeneID	MedianTumor	MedianNormal	Log2FoldChange	adjp
DNAAF3	ENSG00000167646.13	4.490	0.970	1.479	1.07e-67
DNAH1	ENSG00000114841.17	1.430	5.920	-1.510	2.34e-190
DNAH14	ENSG00000185842.14	10.160	3.650	1.263	8.83e-148
DNAJA1	ENSG00000086061.15	127.150	61.631	1.033	3.14e-104
DNAJC1	ENSG00000136770.10	41.240	18.410	1.122	2.43e-83
DNAJC12	ENSG00000108176.14	29.699	7.650	1.827	4.22e-39
DNAJC19P9	ENSG00000258608.1	3.110	0.770	1.215	4.76e-67
DNAJC22	ENSG00000178401.14	4.790	0.830	1.662	4.14e-67
DNALI1	ENSG00000163879.10	32.540	11.950	1.373	4.90e-10
DNASE1L3	ENSG00000163687.13	0.780	7.030	-2.173	1.05e-201
DNASE2	ENSG00000105612.8	63.140	27.729	1.159	6.01e-187
DNHD1	ENSG00000179532.12	1.910	8.020	-1.632	8.63e-147
DNM1	ENSG00000106976.18	5.760	15.020	-1.245	3.55e-88
DOC2B	ENSG00000272636.3	1.660	9.420	-1.970	3.23e-135
DOCK11	ENSG00000147251.15	5.500	20.240	-1.708	7.94e-152
DOCK6	ENSG00000130158.13	13.460	38.481	-1.449	1.33e-163
DOK7	ENSG00000175920.15	2.400	0.470	1.210	2.55e-42
DOPEY2	ENSG00000142197.12	13.820	3.730	1.648	3.58e-115
DPCD	ENSG00000166171.12	33.070	14.940	1.096	3.32e-123
DPP3	ENSG00000254986.7	41.351	14.680	1.433	2.33e-185
DPP4	ENSG00000197635.9	2.660	6.800	-1.092	2.85e-52
DPT	ENSG00000143196.4	17.060	190.916	-3.410	1.11e-174
DPY19L2	ENSG00000177990.11	0.630	7.060	-2.306	4.77e-218
DPYD	ENSG00000188641.12	7.120	15.600	-1.032	8.85e-67
DPYSL2	ENSG00000092964.16	21.510	52.081	-1.238	4.91e-106
DRAIC	ENSG00000245750.7	3.310	1.120	1.024	1.16e-25
DRD2	ENSG00000149295.13	0.190	1.610	-1.133	2.53e-53
DSC3	ENSG00000134762.16	1.130	3.660	-1.129	6.09e-9
DSG3	ENSG00000134757.4	0.680	2.980	-1.244	2.10e-8
DSN1	ENSG00000149636.15	15.600	7.010	1.051	5.63e-121
DSP	ENSG00000096696.13	95.457	26.051	1.834	5.30e-75
DST	ENSG00000151914.17	40.299	168.837	-2.040	3.84e-165
DTL	ENSG00000143476.17	9.500	0.660	2.661	2.62e-215
DTX1	ENSG00000135144.7	2.360	13.770	-2.136	1.99e-206
DTX3L	ENSG00000163840.9	23.300	9.440	1.219	1.54e-92
DUSP1	ENSG00000120129.5	67.442	422.350	-2.629	1.58e-150
DUSP6	ENSG00000139318.7	29.449	61.209	-1.031	4.99e-45
DYNLT1	ENSG00000146425.10	186.224	90.540	1.032	3.05e-145
DZIP1L	ENSG00000158163.14	1.560	5.490	-1.342	2.32e-150
E2F1	ENSG00000101412.12	9.090	1.440	2.048	1.12e-171
E2F2	ENSG00000007968.6	1.790	0.190	1.229	1.92e-118
E2F5	ENSG00000133740.10	10.460	4.180	1.146	1.25e-89
E2F8	ENSG00000129173.12	1.850	0.120	1.347	2.37e-116
EBF1	ENSG00000164330.16	2.410	19.440	-2.584	8.20e-288
EBF2	ENSG00000221818.8	0.710	5.570	-1.942	9.28e-259
EBF3	ENSG00000108001.13	0.990	9.660	-2.421	9.47e-295
EBP	ENSG00000147155.10	60.291	27.580	1.101	7.13e-137
ECE2	ENSG00000145194.17	7.600	2.280	1.391	3.25e-158
ECHDC2	ENSG00000121310.16	50.822	167.335	-1.700	1.48e-143
ECHDC3	ENSG00000134463.14	14.420	30.479	-1.030	7.97e-91
ECM2	ENSG00000106823.12	7.500	26.230	-1.680	2.09e-104
ECT2	ENSG00000114346.13	19.320	4.660	1.844	1.33e-167
EDN1	ENSG00000078401.6	4.430	17.421	-1.762	3.18e-90
EDN2	ENSG00000127129.9	4.070	1.130	1.251	1.28e-36
EDN3	ENSG00000124205.15	0.090	1.980	-1.451	3.01e-53
EDNRB	ENSG00000136160.14	2.540	22.110	-2.707	7.00e-278
EEF1A1P12	ENSG00000214199.3	3.510	0.390	1.698	4.27e-53
EEF1A1P9	ENSG00000249264.1	2.200	0.360	1.234	3.59e-45
EEF1A2	ENSG00000101210.10	31.280	2.840	3.071	6.15e-57
EEPD1	ENSG00000122547.10	7.990	25.351	-1.551	3.22e-177
EFCAB1	ENSG00000034239.10	0.280	2.870	-1.596	1.34e-82
EFCAB11	ENSG00000140025.15	13.920	5.730	1.149	1.38e-88
EFCAB13	ENSG00000178852.15	1.170	3.650	-1.100	3.16e-115
EFEMP1	ENSG00000115380.18	36.400	149.571	-2.009	2.13e-84
EFHD1	ENSG00000115468.11	229.602	110.101	1.054	3.61e-16
EFNA3	ENSG00000143590.13	14.030	4.240	1.520	7.09e-97
EFNA4	ENSG00000243364.7	25.539	9.720	1.308	5.81e-100
EFNB1	ENSG00000090776.5	8.770	23.321	-1.316	1.86e-142
EGFL7	ENSG00000172889.15	20.240	121.793	-2.531	3.71e-131
EGFL8	ENSG00000241404.6	5.460	21.151	-1.778	1.80e-129
EGFLAM	ENSG00000164318.17	5.540	30.870	-2.285	2.49e-237
EGFR	ENSG00000146648.15	3.030	25.090	-2.695	3.19e-161
EGLN3	ENSG00000129521.13	18.989	8.470	1.078	7.79e-34
EGR1	ENSG00000120738.7	52.182	164.722	-1.640	1.30e-45
EGR3	ENSG00000179388.8	4.150	9.890	-1.080	2.17e-27
EHBP1L1	ENSG00000173442.11	16.670	35.170	-1.033	3.40e-65
EHD2	ENSG00000024422.11	31.051	114.411	-1.848	3.83e-158
EIF1AXP1	ENSG00000236698.1	12.360	3.740	1.495	5.97e-45
EIF2AK1	ENSG00000086232.12	91.810	34.731	1.377	3.23e-189
EIF5AP4	ENSG00000234743.1	10.160	0.480	2.915	2.40e-174
ELANE	ENSG00000197561.6	0.050	1.540	-1.274	2.33e-250
ELF5	ENSG00000135374.9	2.990	16.870	-2.163	1.62e-15
ELL3	ENSG00000128886.11	13.370	4.830	1.301	1.64e-84
ELMOD3	ENSG00000115459.17	15.040	40.251	-1.363	9.87e-186
ELN	ENSG00000049540.16	26.670	74.150	-1.441	6.10e-31
ELOVL2	ENSG00000197977.3	4.350	1.120	1.335	1.97e-18
ELOVL6	ENSG00000170522.9	7.910	3.050	1.138	1.86e-26
EMCN	ENSG00000164035.9	7.620	32.070	-1.940	4.30e-148
EME1	ENSG00000154920.14	2.900	0.910	1.030	5.97e-85
EMILIN2	ENSG00000132205.10	5.950	14.890	-1.193	8.38e-86
EML3	ENSG00000149499.11	23.659	67.451	-1.473	2.58e-145
EMP1	ENSG00000134531.9	73.008	195.144	-1.406	5.90e-85
EMX2	ENSG00000170370.11	0.640	2.470	-1.081	5.88e-112
EMX2OS	ENSG00000229847.8	0.420	2.680	-1.374	2.60e-203
ENAH	ENSG00000154380.16	86.258	31.299	1.434	1.15e-60
ENC1	ENSG00000171617.13	16.560	6.120	1.302	6.07e-82
ENG	ENSG00000106991.13	55.560	113.134	-1.013	3.36e-89
ENGASE	ENSG00000167280.16	7.480	28.111	-1.779	1.10e-106
ENPP2	ENSG00000136960.12	10.060	82.951	-2.924	1.16e-203
ENPP5	ENSG00000112796.9	14.470	4.750	1.428	7.72e-48
ENSA	ENSG00000143420.17	252.737	118.890	1.082	2.85e-141
TNMD	ENSG00000000005.5	0.200	11.010	-3.323	7.75e-290
FGR	ENSG00000000938.12	4.180	11.770	-1.302	4.67e-83
KLHL13	ENSG00000003096.13	1.760	6.940	-1.524	6.56e-59
TFPI	ENSG00000003436.14	7.160	45.169	-2.500	6.61e-173
RBM5	ENSG00000003756.16	51.828	125.018	-1.254	1.06e-114
FKBP4	ENSG00000004478.7	142.270	40.720	1.780	7.88e-152
RBM6	ENSG00000004534.14	34.501	75.861	-1.114	5.38e-119
HSPB6	ENSG00000004776.11	6.520	298.274	-5.315	2.67e-305
PDK4	ENSG00000004799.7	8.760	221.843	-4.513	1.80e-242
ZMYND10	ENSG00000004838.13	11.830	1.410	2.412	3.71e-84
MEOX1	ENSG00000005102.12	1.420	18.430	-3.005	6.18e-202
PRKAR2B	ENSG00000005249.12	15.160	35.829	-1.188	2.65e-55
SOX8	ENSG00000005513.9	0.250	1.740	-1.132	5.75e-23
ITGAL	ENSG00000005844.17	8.360	3.610	1.022	5.91e-39
TMEM132A	ENSG00000006118.14	41.360	8.150	2.211	1.43e-155
TAC1	ENSG00000006128.11	0.180	1.660	-1.173	2.36e-68
TNFRSF12A	ENSG00000006327.13	57.992	22.330	1.338	4.41e-64
GGCT	ENSG00000006625.17	121.591	47.910	1.326	4.33e-127
IFRD1	ENSG00000006652.13	17.070	39.609	-1.168	9.88e-90
GTF2IRD1	ENSG00000006704.10	22.360	9.930	1.096	6.05e-139
PROM1	ENSG00000007062.11	5.360	20.970	-1.788	2.63e-3
SLC13A2	ENSG00000007216.14	0.530	2.940	-1.365	1.56e-22
SCN4A	ENSG00000007314.11	0.240	5.960	-2.489	2.84e-297
FMO3	ENSG00000007933.12	1.290	4.630	-1.298	9.30e-53
PKD1	ENSG00000008710.17	20.770	60.981	-1.509	9.51e-114
MAPK8IP2	ENSG00000008735.13	7.250	1.710	1.606	5.37e-75
REV3L	ENSG00000009413.15	5.670	14.610	-1.227	3.46e-167
MLXIPL	ENSG00000009950.15	0.620	22.520	-3.860	1.45e-288
ETV7	ENSG00000010030.13	3.590	1.020	1.184	3.34e-73
IFFO1	ENSG00000010295.19	4.900	18.120	-1.696	4.71e-129
GIPR	ENSG00000010310.8	1.000	4.320	-1.411	8.22e-73
SEMA3G	ENSG00000010319.6	5.060	43.940	-2.891	3.65e-222
NISCH	ENSG00000010322.15	27.131	61.069	-1.142	5.81e-121
STAB1	ENSG00000010327.10	22.479	76.542	-1.724	4.65e-121
FYN	ENSG00000010810.17	18.860	53.981	-1.469	3.21e-114
NME2	ENSG00000011052.21	27.789	9.490	1.456	2.18e-88
SYT7	ENSG00000011347.9	22.790	9.890	1.127	3.20e-52
PLAUR	ENSG00000011422.11	31.550	11.060	1.432	4.05e-88
GPRC5A	ENSG00000013588.5	86.707	8.670	3.181	4.48e-131
MAMLD1	ENSG00000013619.13	1.370	4.440	-1.199	7.36e-92
TACC3	ENSG00000013810.18	22.490	5.210	1.919	5.99e-192
RGPD5	ENSG00000015568.12	2.280	6.240	-1.142	5.20e-97
IGF1	ENSG00000017427.15	3.210	27.149	-2.741	8.67e-168
VSIG2	ENSG00000019102.11	1.100	6.320	-1.802	8.32e-29
PHLDB1	ENSG00000019144.16	38.580	127.379	-1.698	2.84e-191
MARCO	ENSG00000019169.10	1.110	5.840	-1.697	4.21e-31
SYT13	ENSG00000019505.7	2.800	0.070	1.828	5.61e-55
SAMD4A	ENSG00000020577.13	3.100	11.070	-1.558	3.51e-160
FHL1	ENSG00000022267.16	13.920	323.360	-4.442	4.19e-281
NLRP2	ENSG00000022556.15	6.430	2.250	1.193	4.84e-11
HSD17B6	ENSG00000025423.11	4.520	0.560	1.823	4.68e-176
NR1H3	ENSG00000025434.18	28.580	67.321	-1.208	1.68e-132
VIM	ENSG00000026025.13	696.026	2024.008	-1.539	3.65e-126
RTEL1-TNFRSF6B	ENSG00000026036.20	1.460	6.140	-1.537	6.38e-82
RNASET2	ENSG00000026297.15	98.291	43.200	1.168	3.30e-120
TNFRSF1B	ENSG00000028137.16	11.200	31.280	-1.404	1.18e-93
SLC39A9	ENSG00000029364.11	43.919	17.450	1.284	1.91e-90
IBSP	ENSG00000029559.6	1.050	0.000	1.036	2.88e-72
HMGB3	ENSG00000029993.14	57.019	9.470	2.470	1.11e-186
FUT8	ENSG00000033170.16	36.201	12.960	1.414	2.03e-59
MYOC	ENSG00000034971.14	0.020	4.740	-2.492	9.91e-247
MYOM2	ENSG00000036448.9	1.290	6.060	-1.624	5.35e-99
TUBG2	ENSG00000037042.8	11.890	24.989	-1.012	2.04e-86
RPL26L1	ENSG00000037241.7	56.379	24.309	1.181	1.96e-206
FLT4	ENSG00000037280.15	2.800	12.970	-1.878	3.44e-220
TLL1	ENSG00000038295.7	0.640	2.430	-1.064	1.59e-91
VCAN	ENSG00000038427.15	74.899	25.810	1.501	1.50e-43
MSR1	ENSG00000038945.14	17.200	6.090	1.360	1.48e-56
RAB27B	ENSG00000041353.9	10.240	2.810	1.561	1.83e-51
FAM65C	ENSG00000042062.11	1.330	12.090	-2.490	2.33e-119
GPM6B	ENSG00000046653.14	3.200	12.520	-1.687	1.25e-70
PREX2	ENSG00000046889.18	0.900	5.580	-1.792	1.37e-231
SCML1	ENSG00000047634.14	2.860	10.310	-1.551	9.98e-112
LMO3	ENSG00000048540.14	1.140	7.050	-1.911	5.36e-90
EPN3	ENSG00000049283.17	21.550	4.250	2.103	2.47e-145
FOXP3	ENSG00000049768.14	2.550	0.430	1.312	1.96e-116
SLC4A8	ENSG00000050438.16	3.880	1.290	1.092	6.33e-32
LAMC3	ENSG00000050555.17	0.820	2.970	-1.125	3.13e-46
PTGER3	ENSG00000050628.20	6.720	19.030	-1.375	3.86e-49
RAD51	ENSG00000051180.16	7.780	0.870	2.231	1.06e-207
THOC3	ENSG00000051596.9	45.790	17.120	1.369	9.62e-151
PRSS8	ENSG00000052344.15	148.992	30.849	2.236	4.12e-155
FOXN3	ENSG00000053254.15	9.910	23.720	-1.180	1.26e-99
NNAT	ENSG00000053438.8	0.660	11.160	-2.873	4.96e-201
NRIP2	ENSG00000053702.14	1.460	3.960	-1.012	1.19e-123
LAMA3	ENSG00000053747.15	9.060	35.921	-1.876	1.55e-63
OPN3	ENSG00000054277.12	15.340	5.560	1.317	9.29e-75
FOXC1	ENSG00000054598.6	2.170	8.560	-1.593	2.01e-31
MCOLN3	ENSG00000055732.12	1.060	5.230	-1.597	6.95e-87
ITIH4	ENSG00000055955.15	1.680	5.340	-1.242	3.95e-76
GYG2	ENSG00000056998.18	4.610	32.260	-2.568	6.57e-128
F7	ENSG00000057593.13	1.870	0.330	1.110	5.03e-42
TMCC3	ENSG00000057704.10	2.280	5.810	-1.054	6.37e-83
NDC1	ENSG00000058804.11	11.950	4.800	1.159	1.82e-91
SLC2A3	ENSG00000059804.15	9.820	30.431	-1.538	4.55e-98
YBX3	ENSG00000060138.12	121.229	290.802	-1.255	1.25e-90
HDAC7	ENSG00000061273.17	32.039	67.578	-1.054	6.96e-98
MRPS35	ENSG00000061794.12	56.001	25.729	1.093	5.85e-120
SLC6A16	ENSG00000063127.15	0.490	2.490	-1.228	3.80e-151
SPA17	ENSG00000064199.6	12.820	4.620	1.298	9.59e-76
WISP2	ENSG00000064205.10	13.100	71.550	-2.363	5.76e-73
NGFR	ENSG00000064300.8	2.790	21.670	-2.581	6.83e-117
SNCAIP	ENSG00000064692.18	1.210	3.470	-1.016	1.59e-57
MCM10	ENSG00000065328.16	2.950	0.590	1.313	1.26e-76
ERBB3	ENSG00000065361.14	115.567	37.439	1.601	1.19e-121
ROPN1	ENSG00000065371.17	0.180	2.660	-1.633	3.14e-17
MYLK	ENSG00000065534.18	28.590	120.383	-2.036	7.87e-82
TMEM206	ENSG00000065600.12	8.920	3.210	1.237	3.53e-163
GSTO2	ENSG00000065621.14	23.309	10.870	1.034	1.72e-44
TLE2	ENSG00000065717.14	15.850	37.170	-1.180	5.75e-74
TIE1	ENSG00000066056.13	8.630	34.820	-1.895	8.92e-182
MPPED2	ENSG00000066382.16	1.250	3.720	-1.069	1.18e-35
KIF26A	ENSG00000066735.14	0.670	3.090	-1.292	1.88e-160
KLF6	ENSG00000067082.14	46.691	128.123	-1.437	1.04e-108
PPAP2A	ENSG00000067113.16	30.030	112.742	-1.874	1.21e-216
PKM	ENSG00000067225.17	601.032	270.052	1.151	1.60e-141
TRO	ENSG00000067445.20	2.890	9.400	-1.419	3.39e-103
NAV3	ENSG00000067798.13	0.980	3.010	-1.018	2.88e-27
ROGDI	ENSG00000067836.12	44.080	16.650	1.353	5.02e-112
PDZD4	ENSG00000067840.12	0.810	3.550	-1.330	1.60e-74
FGFR3	ENSG00000068078.17	5.280	1.620	1.261	3.15e-26
PRR11	ENSG00000068489.12	5.960	0.750	1.992	2.39e-129
RASGRP2	ENSG00000068831.18	2.420	17.421	-2.429	1.40e-151
PYGM	ENSG00000068976.13	0.350	3.690	-1.797	3.40e-261
PITX1	ENSG00000069011.15	14.730	0.400	3.490	3.25e-173
MAOB	ENSG00000069535.13	21.151	56.731	-1.382	5.48e-28
TGFBR3	ENSG00000069702.10	5.490	52.881	-3.053	7.71e-171
NUCB2	ENSG00000070081.15	146.027	58.549	1.304	1.53e-81
PFN2	ENSG00000070087.13	70.282	32.999	1.068	3.83e-37
FGF10	ENSG00000070193.4	1.050	11.660	-2.627	2.76e-59
FSTL3	ENSG00000070404.9	13.580	36.671	-1.369	1.24e-64
ST6GALNAC1	ENSG00000070526.14	0.520	2.260	-1.101	5.06e-47
ST6GALNAC2	ENSG00000070731.9	30.260	14.570	1.006	5.74e-22
PTPN21	ENSG00000070778.12	4.370	11.310	-1.197	3.45e-101
RPS6KA2	ENSG00000071242.11	7.890	19.810	-1.227	9.45e-109
TRIP13	ENSG00000071539.13	8.720	1.310	2.073	1.82e-168
LIMS2	ENSG00000072163.18	11.520	79.362	-2.682	5.29e-278
SPEG	ENSG00000072195.14	8.110	20.990	-1.271	1.92e-49
SMC1A	ENSG00000072501.17	30.960	14.480	1.046	1.56e-36
HMMR	ENSG00000072571.19	6.630	0.310	2.542	1.98e-220
SIDT1	ENSG00000072858.10	10.860	4.720	1.052	3.87e-21
MRVI1	ENSG00000072952.18	3.940	12.390	-1.439	9.92e-137
MCM2	ENSG00000073111.13	19.800	4.330	1.964	2.69e-185
TP63	ENSG00000073282.12	1.760	9.820	-1.971	4.83e-38
LLGL2	ENSG00000073350.13	48.462	19.360	1.281	1.93e-124
PDE8A	ENSG00000073417.14	9.330	20.330	-1.046	4.39e-112
GSDMB	ENSG00000073605.18	5.060	15.600	-1.454	2.27e-50
FERMT2	ENSG00000073712.13	17.980	59.842	-1.681	5.22e-157
PTGS2	ENSG00000073756.11	0.460	1.970	-1.024	4.66e-35
IGF2BP2	ENSG00000073792.15	0.770	5.050	-1.773	4.45e-81
FRY	ENSG00000073910.19	10.960	23.760	-1.050	1.06e-69
MRPS34	ENSG00000074071.13	125.304	49.148	1.333	3.20e-172
PPP2R2C	ENSG00000074211.13	3.700	0.310	1.843	1.03e-55
MGLL	ENSG00000074416.13	20.359	75.279	-1.836	6.03e-108
SCARF1	ENSG00000074660.15	2.920	13.220	-1.859	7.00e-208
HACD3	ENSG00000074696.12	90.653	25.010	1.817	7.40e-114
TUBE1	ENSG00000074935.13	7.220	15.930	-1.042	3.60e-128
GTSE1	ENSG00000075218.18	4.540	0.520	1.866	8.65e-162
TTC38	ENSG00000075234.16	14.210	29.999	-1.027	3.43e-122
PLD1	ENSG00000075651.15	4.050	10.620	-1.202	9.72e-69
WDR62	ENSG00000075702.16	2.880	0.510	1.362	2.96e-146
SEC31B	ENSG00000075826.16	1.840	11.660	-2.156	4.17e-182
RBMS2	ENSG00000076067.11	7.590	16.280	-1.008	3.31e-113
SPAG5	ENSG00000076382.16	16.030	3.170	2.030	6.57e-158
TPD52	ENSG00000076554.15	178.675	26.620	2.702	3.28e-187
MCAM	ENSG00000076706.14	38.689	180.805	-2.196	1.46e-193
UBE2T	ENSG00000077152.9	31.639	2.320	3.297	5.62e-302
PPP1R12B	ENSG00000077157.20	8.040	27.410	-1.652	7.90e-159
PAK3	ENSG00000077264.14	0.230	2.240	-1.397	8.52e-167
FAM76B	ENSG00000077458.12	8.980	20.110	-1.081	1.74e-82
GPR137B	ENSG00000077585.13	23.350	10.450	1.089	1.08e-57
NAALAD2	ENSG00000077616.10	0.280	2.950	-1.626	0.00e+0
JADE1	ENSG00000077684.15	8.810	19.620	-1.072	3.66e-122
FGFR1	ENSG00000077782.19	38.310	121.954	-1.645	2.30e-77
FBLN1	ENSG00000077942.17	89.510	247.193	-1.455	4.51e-62
LAMP3	ENSG00000078081.7	2.310	0.400	1.241	2.72e-51
FAP	ENSG00000078098.13	30.399	11.620	1.315	5.55e-51
HOXA9	ENSG00000078399.15	1.340	9.200	-2.124	2.77e-120
ITM2A	ENSG00000078596.10	14.040	87.117	-2.551	2.59e-159
RUNX1T1	ENSG00000079102.16	1.020	5.690	-1.728	5.61e-231
SLC1A3	ENSG00000079215.13	5.160	11.670	-1.040	2.75e-59
TNS1	ENSG00000079308.16	18.621	102.700	-2.402	2.99e-214
RAPGEF3	ENSG00000079337.15	5.690	70.121	-3.410	3.15e-261
LIPE	ENSG00000079435.9	9.610	265.726	-4.652	3.63e-211
PAFAH1B3	ENSG00000079462.7	101.061	15.270	2.649	0.00e+0
KIF22	ENSG00000079616.12	55.741	23.209	1.229	1.52e-171
EPB41L2	ENSG00000079819.16	19.231	62.232	-1.644	4.97e-143
HSP90AA1	ENSG00000080824.18	555.713	274.335	1.016	3.02e-60
NDC80	ENSG00000080986.12	7.500	0.560	2.446	2.87e-208
MEF2C	ENSG00000081189.13	7.440	18.400	-1.201	3.44e-90
PKP1	ENSG00000081277.11	2.430	14.290	-2.156	1.04e-50
PCDHB4	ENSG00000081818.3	1.320	3.900	-1.079	3.66e-70
PCDHGA2	ENSG00000081853.14	0.610	2.240	-1.009	3.89e-55
SMARCD3	ENSG00000082014.16	17.750	43.501	-1.247	7.99e-75
FAM135A	ENSG00000082269.16	2.400	6.080	-1.058	6.95e-92
EPB41L3	ENSG00000082397.15	12.210	26.951	-1.081	2.08e-41
KCNK2	ENSG00000082482.13	1.250	4.830	-1.374	1.58e-21
SERTAD4	ENSG00000082497.11	14.880	5.340	1.325	1.93e-54
GRHL2	ENSG00000083307.10	24.080	7.770	1.516	6.95e-133
ZMPSTE24	ENSG00000084073.8	43.730	19.631	1.116	4.55e-99
KIAA1467	ENSG00000084444.13	15.200	5.220	1.381	3.48e-39
NKAIN1	ENSG00000084628.9	9.030	0.210	3.051	9.76e-90
RAB10	ENSG00000084733.10	87.117	39.170	1.133	1.73e-89
MAPRE3	ENSG00000084764.10	13.070	28.839	-1.085	3.67e-87
MECOM	ENSG00000085276.17	3.030	9.710	-1.410	1.71e-119
IGSF9	ENSG00000085552.16	14.340	3.620	1.731	1.94e-134
WNT11	ENSG00000085741.12	1.320	13.450	-2.639	2.51e-120
TTC39A	ENSG00000085831.15	72.892	13.620	2.337	4.32e-92
ORC1	ENSG00000085840.12	2.080	0.390	1.148	8.17e-106
RAD54L	ENSG00000085999.11	3.950	0.610	1.620	6.34e-148
EPDR1	ENSG00000086289.11	4.760	11.070	-1.067	1.13e-65
FAT2	ENSG00000086570.12	0.540	2.370	-1.130	3.02e-33
TMED2	ENSG00000086598.10	202.910	81.718	1.302	3.35e-126
HSD17B2	ENSG00000086696.10	0.600	3.800	-1.585	1.95e-26
PPEF1	ENSG00000086717.18	1.350	0.170	1.006	5.21e-81
PPP1R15A	ENSG00000087074.7	25.751	69.869	-1.406	1.80e-123
ERGIC2	ENSG00000087502.17	68.960	31.541	1.104	1.90e-90
SULT2B1	ENSG00000088002.11	9.820	4.230	1.049	1.20e-29
REM1	ENSG00000088320.3	0.770	3.940	-1.481	1.66e-174
TPX2	ENSG00000088325.15	22.620	1.050	3.526	7.52e-274
TESC	ENSG00000088992.17	1.940	9.730	-1.868	2.43e-129
OAS1	ENSG00000089127.12	37.330	14.190	1.335	1.07e-61
FXYD3	ENSG00000089356.16	440.164	122.513	1.837	5.78e-124
LTBP4	ENSG00000090006.17	28.130	117.718	-2.027	2.36e-200
IRAK3	ENSG00000090376.8	1.110	7.170	-1.953	4.43e-142
LYZ	ENSG00000090382.6	87.492	22.740	1.898	1.27e-51
P3H2	ENSG00000090530.9	2.420	8.040	-1.402	2.06e-71
KIF4A	ENSG00000090889.11	6.960	0.180	2.754	9.29e-239
NAT14	ENSG00000090971.4	23.801	9.210	1.280	4.16e-123
PITPNM2	ENSG00000090975.12	1.730	5.520	-1.256	2.54e-112
ITGA6	ENSG00000091409.14	23.190	53.530	-1.173	3.34e-47
TF	ENSG00000091513.14	2.090	22.760	-2.943	1.94e-99
NLRP1	ENSG00000091592.15	5.060	25.181	-2.111	4.57e-179
ORC6	ENSG00000091651.8	4.950	0.930	1.624	8.91e-121
ESR1	ENSG00000091831.21	70.238	10.460	2.636	4.11e-23
SEMA6A	ENSG00000092421.16	3.010	13.420	-1.846	4.39e-125
WDR76	ENSG00000092470.11	6.760	2.380	1.199	1.72e-121
TBX15	ENSG00000092607.13	2.120	13.090	-2.175	1.16e-230
EZR	ENSG00000092820.17	159.608	37.621	2.056	4.49e-209
XXbac-B461K10.4	ENSG00000093100.13	3.010	8.940	-1.310	1.56e-124
GABRP	ENSG00000094755.16	4.710	54.041	-3.269	5.99e-18
FMO2	ENSG00000094963.13	2.960	55.912	-3.845	1.98e-237
SUCO	ENSG00000094975.13	26.040	10.370	1.250	2.28e-93
MSH2	ENSG00000095002.12	19.849	9.110	1.044	5.98e-83
HOOK2	ENSG00000095066.11	27.689	59.498	-1.076	1.47e-80
SH2D3C	ENSG00000095370.19	6.570	17.701	-1.305	2.20e-121
NANS	ENSG00000095380.10	86.437	37.260	1.192	1.34e-148
SORBS1	ENSG00000095637.20	8.990	63.420	-2.689	2.05e-199
TREM2	ENSG00000095970.16	22.630	6.170	1.721	2.17e-108
FKBP5	ENSG00000096060.14	22.980	65.680	-1.475	2.12e-54
TMEM14A	ENSG00000096092.5	43.209	20.579	1.035	6.39e-124
PCSK5	ENSG00000099139.13	1.720	5.990	-1.362	1.77e-135
ERMP1	ENSG00000099219.13	27.441	8.440	1.591	4.76e-108
PALMD	ENSG00000099260.10	11.320	77.069	-2.664	2.31e-229
KCNK6	ENSG00000099337.4	11.400	3.740	1.387	1.03e-73
MISP	ENSG00000099812.8	16.210	0.630	3.400	6.42e-140
IZUMO4	ENSG00000099840.13	2.010	5.240	-1.052	6.54e-63
GADD45B	ENSG00000099860.8	50.600	110.821	-1.116	1.12e-59
PALM	ENSG00000099864.17	15.660	51.228	-1.648	1.38e-99
LZTR1	ENSG00000099949.18	21.220	43.870	-1.014	6.06e-71
MMP11	ENSG00000099953.9	167.729	2.560	5.567	7.49e-299
SNRPD3	ENSG00000100028.11	136.503	66.541	1.026	7.76e-147
PPM1F	ENSG00000100034.13	7.800	17.470	-1.070	2.12e-123
MFNG	ENSG00000100060.17	5.730	14.450	-1.199	3.22e-86
LRP5L	ENSG00000100068.11	2.740	6.520	-1.008	3.83e-70
SOX10	ENSG00000100146.16	1.200	29.629	-3.799	1.32e-48
TTC28	ENSG00000100154.14	3.050	8.560	-1.239	3.22e-124
SEP3	ENSG00000100167.19	2.860	0.790	1.109	8.87e-47
TPTEP1	ENSG00000100181.21	4.310	23.700	-2.218	4.40e-63
KDELR3	ENSG00000100196.10	29.019	9.480	1.518	4.52e-82
XBP1	ENSG00000100219.16	1408.554	409.863	1.779	1.01e-52
TIMP3	ENSG00000100234.11	170.425	425.406	-1.315	3.44e-54
SUN2	ENSG00000100242.15	51.019	111.059	-1.107	1.59e-110
TTLL12	ENSG00000100304.12	35.299	17.010	1.011	1.30e-76
FOXRED2	ENSG00000100350.14	11.600	4.430	1.214	9.86e-102
POLE2	ENSG00000100479.12	6.060	2.120	1.178	3.90e-130
GNPNAT1	ENSG00000100522.8	22.090	8.170	1.332	2.07e-94
PLEK2	ENSG00000100558.8	7.830	1.700	1.709	7.37e-166
SIX4	ENSG00000100625.8	4.330	0.830	1.542	1.86e-108
GALNT16	ENSG00000100626.16	4.760	12.420	-1.220	1.07e-43
ERH	ENSG00000100632.10	178.613	85.959	1.046	5.63e-171
