GeneSymbol	GeneID	MedianTumor	MedianNormal	Log2FoldChange	adjp
H6PD	ENSG00000049239.12	17.200	3.705	1.952	2.88e-62
PER3	ENSG00000049246.14	1.280	7.600	-1.915	2.93e-33
RCN1	ENSG00000049449.8	39.821	7.935	2.192	4.95e-78
RFC2	ENSG00000049541.10	24.350	73.231	-1.550	2.09e-70
NEDD4L	ENSG00000049759.16	2.280	17.440	-2.491	1.77e-35
MCUR1	ENSG00000050393.11	10.260	27.850	-1.357	5.15e-81
LIMA1	ENSG00000050405.13	10.780	23.100	-1.033	2.47e-25
SLC4A8	ENSG00000050438.16	3.830	0.080	2.161	1.06e-67
PTGER3	ENSG00000050628.20	0.150	9.235	-3.154	1.84e-54
HOMER3	ENSG00000051128.18	41.120	5.340	2.732	1.96e-30
RAD51	ENSG00000051180.16	11.220	47.770	-1.997	2.25e-64
THOC3	ENSG00000051596.9	33.630	78.224	-1.194	1.01e-38
MPHOSPH9	ENSG00000051825.14	65.258	25.310	1.332	2.75e-37
PRSS8	ENSG00000052344.15	0.420	7.310	-2.549	3.80e-166
SIKE1	ENSG00000052723.11	19.800	45.281	-1.154	3.64e-50
RRP12	ENSG00000052749.13	35.400	16.445	1.061	5.95e-26
MSMO1	ENSG00000052802.12	9.840	116.468	-3.438	4.53e-115
TTC17	ENSG00000052841.14	127.972	48.531	1.381	1.99e-48
FOXN3	ENSG00000053254.15	48.468	1.090	4.565	1.61e-147
MRTO4	ENSG00000053372.4	16.810	55.826	-1.674	1.97e-78
NNAT	ENSG00000053438.8	3.460	0.540	1.534	2.65e-59
MCF2L2	ENSG00000053524.11	0.590	2.530	-1.151	2.42e-32
NRIP2	ENSG00000053702.14	5.170	0.780	1.793	1.02e-78
KCNQ1	ENSG00000053918.15	4.950	0.050	2.502	5.97e-40
PHPT1	ENSG00000054148.17	38.130	81.792	-1.081	5.19e-25
LY75	ENSG00000054219.10	27.500	0.010	4.819	3.97e-138
OPN3	ENSG00000054277.12	22.430	10.625	1.011	4.16e-16
SDCCAG8	ENSG00000054282.15	54.221	18.680	1.488	3.68e-56
PTPRN	ENSG00000054356.13	0.030	2.235	-1.651	3.46e-160
HHAT	ENSG00000054392.12	3.420	0.060	2.060	1.90e-67
SYNE2	ENSG00000054654.15	4.520	0.415	1.964	1.46e-37
PLEKHH1	ENSG00000054690.13	0.470	4.695	-1.954	2.52e-72
FAM168A	ENSG00000054965.10	21.621	5.455	1.809	1.45e-57
RELT	ENSG00000054967.12	30.530	12.965	1.175	6.19e-19
KCNH2	ENSG00000055118.14	3.280	161.993	-5.251	7.07e-59
TAB2	ENSG00000055208.17	47.570	22.600	1.041	2.55e-23
PUM2	ENSG00000055917.15	59.059	26.490	1.127	5.97e-36
ITIH4	ENSG00000055955.15	10.800	0.195	3.304	7.52e-105
TRAF1	ENSG00000056558.10	4.290	0.330	1.992	8.46e-64
RC3H2	ENSG00000056586.15	30.969	13.384	1.152	9.75e-32
GYG2	ENSG00000056998.18	0.640	3.255	-1.375	7.25e-20
PKP2	ENSG00000057294.13	0.160	2.085	-1.411	1.22e-10
PRDM1	ENSG00000057657.14	4.680	1.200	1.368	1.58e-30
PITHD1	ENSG00000057757.9	27.959	96.760	-1.755	5.10e-110
MTA3	ENSG00000057935.13	9.190	23.960	-1.292	1.40e-29
USP13	ENSG00000058056.8	4.120	0.280	2.000	1.59e-70
PPP1R12A	ENSG00000058272.15	114.761	37.260	1.597	6.52e-73
RIOK2	ENSG00000058729.10	14.050	30.835	-1.081	1.46e-52
TBXAS1	ENSG00000059377.15	80.738	3.685	4.125	2.21e-94
TARBP1	ENSG00000059588.9	82.790	24.880	1.695	2.74e-41
MXD1	ENSG00000059728.10	36.121	13.290	1.377	3.57e-27
WNK1	ENSG00000060237.16	101.222	34.276	1.535	1.29e-44
GNA15	ENSG00000060558.3	70.082	0.470	5.596	6.56e-119
PTPRU	ENSG00000060656.19	0.280	2.370	-1.397	1.40e-35
SNRNP40	ENSG00000060688.12	44.111	92.100	-1.045	2.11e-71
MPC1	ENSG00000060762.18	32.990	74.356	-1.149	5.48e-62
SPAG4	ENSG00000061656.9	2.120	17.870	-2.597	1.36e-74
NCKAP1	ENSG00000061676.14	0.410	78.099	-5.810	2.96e-138
MRPS35	ENSG00000061794.12	24.870	69.784	-1.452	2.67e-86
GUCY1B3	ENSG00000061918.12	8.360	0.020	3.198	1.40e-44
TNK2	ENSG00000061938.16	65.748	12.315	2.326	2.36e-62
MON2	ENSG00000061987.14	43.000	18.125	1.202	3.13e-35
MRPS24	ENSG00000062582.13	35.471	146.580	-2.017	4.54e-107
POLD1	ENSG00000062822.12	35.199	78.724	-1.139	1.58e-35
SEZ6	ENSG00000063015.19	3.240	0.050	2.014	2.26e-65
GLTSCR1	ENSG00000063169.10	8.540	3.735	1.011	4.93e-32
SPHK2	ENSG00000063176.15	10.320	3.955	1.192	9.83e-49
ISOC2	ENSG00000063241.7	21.120	75.601	-1.792	4.64e-56
TM7SF3	ENSG00000064115.10	151.712	32.704	2.180	2.95e-52
SPA17	ENSG00000064199.6	2.610	10.850	-1.715	1.23e-54
TSPAN32	ENSG00000064201.15	50.279	4.695	3.171	1.78e-48
ST3GAL6	ENSG00000064225.12	28.620	0.080	4.777	2.87e-115
TNPO3	ENSG00000064419.13	30.500	76.166	-1.293	2.27e-58
TMEM161A	ENSG00000064545.14	14.780	47.891	-1.631	4.73e-60
LPAR2	ENSG00000064547.13	36.691	15.865	1.160	1.64e-25
SNX24	ENSG00000064652.10	3.120	7.320	-1.014	8.25e-18
FAR2	ENSG00000064763.10	24.190	6.580	1.733	1.59e-53
TAF11	ENSG00000064995.16	23.230	50.155	-1.078	2.55e-82
ZNF76	ENSG00000065029.14	36.699	16.475	1.109	1.88e-31
SLC9A3R2	ENSG00000065054.13	8.710	25.416	-1.444	7.25e-16
OAT	ENSG00000065154.11	31.499	79.428	-1.307	1.61e-29
WDR3	ENSG00000065183.15	13.880	34.000	-1.234	6.43e-29
PKN2	ENSG00000065243.18	34.741	12.845	1.368	6.88e-39
WDR18	ENSG00000065268.10	21.091	43.585	-1.013	3.03e-34
NTN1	ENSG00000065320.8	1.390	0.020	1.228	4.94e-26
MCM10	ENSG00000065328.16	9.090	19.900	-1.051	9.74e-30
ERBB3	ENSG00000065361.14	0.180	2.940	-1.739	4.86e-105
PDIA5	ENSG00000065485.17	12.510	30.505	-1.222	1.69e-35
NDUFB4	ENSG00000065518.7	74.568	160.668	-1.097	3.69e-72
MYLK	ENSG00000065534.18	2.400	0.375	1.306	9.01e-25
ZC3H15	ENSG00000065548.17	56.928	116.864	-1.025	1.76e-53
TLE2	ENSG00000065717.14	0.810	18.735	-3.447	8.43e-117
FAM107B	ENSG00000065809.13	66.958	2.170	4.422	1.26e-89
ME1	ENSG00000065833.8	0.460	14.735	-3.430	3.01e-62
TBC1D1	ENSG00000065882.15	71.110	8.390	2.941	5.07e-93
MTHFD2	ENSG00000065911.11	41.271	164.894	-1.973	9.33e-67
SLC9A7	ENSG00000065923.9	12.640	0.060	3.686	4.59e-69
FOXJ2	ENSG00000065970.8	13.880	3.620	1.687	8.24e-86
PDE4A	ENSG00000065989.15	1.760	11.595	-2.190	1.77e-27
PPP2R5A	ENSG00000066027.11	31.710	66.109	-1.037	1.68e-46
TIE1	ENSG00000066056.13	6.600	0.430	2.410	1.74e-36
KDM4A	ENSG00000066135.12	32.919	15.305	1.057	8.26e-34
ZMYND12	ENSG00000066185.12	1.590	0.000	1.373	1.22e-52
SPI1	ENSG00000066336.11	145.350	28.385	2.316	4.81e-60
ZNRD1	ENSG00000066379.14	28.689	99.225	-1.755	1.06e-80
ISOC1	ENSG00000066583.11	11.790	29.285	-1.244	1.44e-52
TRMT11	ENSG00000066651.17	9.100	23.225	-1.262	1.12e-52
FECH	ENSG00000066926.10	23.890	49.440	-1.019	6.87e-15
MYO9A	ENSG00000066933.15	19.700	2.485	2.570	4.09e-88
IDI1	ENSG00000067064.10	37.421	200.734	-2.393	4.95e-87
SP100	ENSG00000067066.16	112.454	27.894	1.973	5.67e-79
KLF6	ENSG00000067082.14	216.166	20.085	3.365	8.72e-90
PPAP2A	ENSG00000067113.16	4.400	0.200	2.170	2.16e-52
PHKA1	ENSG00000067177.14	0.320	5.510	-2.302	1.53e-43
TNFRSF1A	ENSG00000067182.7	178.341	39.615	2.143	1.49e-83
RRP15	ENSG00000067533.5	5.340	16.355	-1.453	9.10e-62
ZFY	ENSG00000067646.11	4.210	0.000	2.381	3.45e-15
IARS2	ENSG00000067704.9	31.659	84.764	-1.393	4.42e-62
ROCK1	ENSG00000067900.6	68.769	11.320	2.502	4.96e-94
PDK3	ENSG00000067992.12	11.420	3.525	1.457	1.03e-53
HDAC4	ENSG00000068024.16	21.739	8.570	1.249	1.94e-31
RASSF1	ENSG00000068028.17	88.960	38.445	1.189	8.28e-40
FGFR3	ENSG00000068078.17	0.820	26.865	-3.936	7.36e-94
IFI35	ENSG00000068079.7	22.139	10.105	1.059	2.27e-30
PLEKHH3	ENSG00000068137.14	1.620	20.755	-3.054	1.25e-71
MEF2A	ENSG00000068305.17	32.360	9.450	1.675	1.26e-38
GPKOW	ENSG00000068394.10	10.540	24.125	-1.123	1.49e-67
TTC7A	ENSG00000068724.15	51.310	10.685	2.162	1.76e-65
SRBD1	ENSG00000068784.12	20.189	8.515	1.155	2.54e-29
RASGRP2	ENSG00000068831.18	163.584	11.190	3.755	5.71e-116
IFT80	ENSG00000068885.14	22.650	10.160	1.084	4.84e-23
PAGE1	ENSG00000068985.4	0.000	45.725	-5.546	0.00e+0
PITX1	ENSG00000069011.15	0.050	27.225	-4.749	1.75e-95
MAST4	ENSG00000069020.18	12.160	3.450	1.564	9.16e-19
NUCKS1	ENSG00000069275.12	57.472	279.324	-2.261	1.94e-80
KCNAB2	ENSG00000069424.14	169.977	8.725	4.136	8.70e-129
GAL	ENSG00000069482.6	0.130	52.910	-5.576	2.00e-169
FUNDC1	ENSG00000069509.5	9.470	22.495	-1.166	1.58e-58
RORA	ENSG00000069667.15	3.220	0.250	1.755	2.01e-43
TGFBR3	ENSG00000069702.10	1.300	12.610	-2.565	5.83e-59
PIGB	ENSG00000069943.9	27.670	10.685	1.295	1.61e-58
MAPK6	ENSG00000069956.11	15.140	52.574	-1.731	2.42e-79
GNB5	ENSG00000069966.18	13.520	0.955	2.893	2.57e-71
UFD1L	ENSG00000070010.18	33.460	297.253	-3.114	9.39e-149
LRP6	ENSG00000070018.8	0.490	5.325	-2.086	5.34e-14
NUCB2	ENSG00000070081.15	319.594	79.596	1.992	1.81e-46
SPTB	ENSG00000070182.17	1.770	12.655	-2.301	7.14e-20
SLC44A1	ENSG00000070214.15	22.031	0.330	4.114	1.20e-64
TMEM260	ENSG00000070269.13	15.800	4.500	1.611	1.35e-62
SMG6	ENSG00000070366.13	17.490	6.975	1.213	1.94e-51
FSTL3	ENSG00000070404.9	14.250	4.650	1.433	8.37e-31
MNT	ENSG00000070444.14	26.099	9.725	1.337	1.32e-41
ZXDC	ENSG00000070476.14	34.649	6.445	2.260	1.51e-89
ST6GALNAC1	ENSG00000070526.14	0.500	34.570	-4.568	8.16e-119
WIPI1	ENSG00000070540.12	8.490	21.260	-1.230	1.16e-21
ST6GALNAC2	ENSG00000070731.9	1.700	0.190	1.182	1.49e-28
MGAT4A	ENSG00000071073.12	12.770	0.115	3.626	9.16e-96
RPL31	ENSG00000071082.10	1449.057	3491.907	-1.268	1.96e-55
RPS6KA2	ENSG00000071242.11	2.880	0.210	1.681	2.77e-29
ING3	ENSG00000071243.15	14.010	29.669	-1.031	3.92e-45
VASH1	ENSG00000071246.10	6.130	0.310	2.444	4.38e-65
WBSCR22	ENSG00000071462.11	32.851	143.066	-2.089	2.65e-112
TRIP13	ENSG00000071539.13	9.540	39.760	-1.951	3.26e-59
TRIB2	ENSG00000071575.11	3.730	28.809	-2.656	1.69e-45
FAM50A	ENSG00000071859.14	25.251	76.837	-1.568	2.24e-45
FAM3A	ENSG00000071889.16	16.731	47.641	-1.456	1.80e-57
MYO3B	ENSG00000071909.18	0.020	3.005	-1.973	1.89e-153
PDCD2	ENSG00000071994.10	52.951	181.861	-1.761	9.47e-115
ZFYVE26	ENSG00000072121.15	17.730	2.410	2.458	2.98e-98
EPN2	ENSG00000072134.15	2.100	7.805	-1.506	3.92e-24
PTPN18	ENSG00000072135.12	91.233	32.754	1.450	2.64e-33
SPEG	ENSG00000072195.14	0.400	4.845	-2.062	1.79e-70
LNX1	ENSG00000072201.13	0.800	2.810	-1.082	1.54e-31
SREBF1	ENSG00000072310.16	42.650	93.024	-1.107	9.09e-25
RHOBTB1	ENSG00000072422.16	4.110	10.740	-1.200	5.47e-16
HSD17B10	ENSG00000072506.12	34.429	107.749	-1.618	1.42e-71
MARK2	ENSG00000072518.20	37.540	16.600	1.131	5.19e-50
HMMR	ENSG00000072571.19	9.360	66.373	-2.701	3.49e-67
P4HA2	ENSG00000072682.18	0.710	32.940	-4.311	3.42e-139
FCGR2B	ENSG00000072694.18	4.420	32.905	-2.645	1.75e-33
STK10	ENSG00000072786.12	107.611	2.295	5.043	1.45e-146
EVC	ENSG00000072840.12	0.130	2.010	-1.413	1.18e-18
SIDT1	ENSG00000072858.10	7.750	0.020	3.101	7.82e-65
SCARB1	ENSG00000073060.15	36.760	125.300	-1.742	9.05e-55
PANX2	ENSG00000073150.13	1.720	4.800	-1.092	1.02e-15
SDHA	ENSG00000073578.16	45.129	116.557	-1.350	2.82e-57
KDM5A	ENSG00000073614.11	31.959	10.010	1.582	1.56e-75
PTGS2	ENSG00000073756.11	8.710	0.010	3.265	4.51e-47
IGF2BP2	ENSG00000073792.15	81.843	38.724	1.060	2.53e-8
MAP3K13	ENSG00000073803.13	7.790	0.445	2.605	2.68e-61
TBX21	ENSG00000073861.2	1.150	0.000	1.104	6.28e-28
FRY	ENSG00000073910.19	16.010	0.140	3.899	8.64e-89
PICALM	ENSG00000073921.17	139.381	384.475	-1.457	2.06e-52
MRPS34	ENSG00000074071.13	46.571	107.202	-1.186	2.80e-46
TEAD2	ENSG00000074219.13	0.410	8.930	-2.816	1.85e-148
MGLL	ENSG00000074416.13	18.630	0.150	4.093	4.43e-62
ZNF532	ENSG00000074657.13	2.040	0.115	1.447	3.33e-22
SCARF1	ENSG00000074660.15	13.990	1.885	2.377	7.91e-42
IPCEF1	ENSG00000074706.13	5.170	0.010	2.611	2.97e-49
ZZEF1	ENSG00000074755.14	42.970	7.335	2.399	1.62e-83
TXK	ENSG00000074966.10	11.660	0.280	3.306	1.90e-62
WSCD2	ENSG00000075035.9	0.000	6.485	-2.904	3.16e-163
SRI	ENSG00000075142.13	63.061	142.369	-1.162	4.45e-52
NUP37	ENSG00000075188.8	24.040	101.687	-2.036	9.01e-92
SEMA3A	ENSG00000075213.10	0.170	1.825	-1.272	8.65e-52
RASAL2	ENSG00000075391.16	1.710	0.340	1.016	1.12e-16
ZNF37A	ENSG00000075407.17	12.930	5.865	1.021	7.41e-27
FNDC3B	ENSG00000075420.12	61.422	19.895	1.579	2.13e-38
FOSL2	ENSG00000075426.11	62.270	2.100	4.351	3.39e-100
FRYL	ENSG00000075539.13	43.770	14.735	1.509	8.46e-55
TMEM131	ENSG00000075568.16	42.101	13.785	1.544	1.20e-73
FSCN1	ENSG00000075618.17	30.900	190.321	-2.584	1.19e-39
MOCOS	ENSG00000075643.5	0.040	6.350	-2.821	7.74e-139
SEC31B	ENSG00000075826.16	39.319	4.285	2.932	1.13e-83
EXOSC7	ENSG00000075914.12	20.760	89.040	-2.049	1.35e-108
MKRN2	ENSG00000075975.15	18.911	41.846	-1.106	6.84e-60
MCM6	ENSG00000076003.4	37.260	77.490	-1.037	3.29e-29
REXO2	ENSG00000076043.9	37.410	121.363	-1.672	8.60e-45
RBMS2	ENSG00000076067.11	8.950	0.665	2.579	4.12e-76
MLH1	ENSG00000076242.14	29.549	63.740	-1.084	6.30e-56
FMO4	ENSG00000076258.9	4.240	0.490	1.814	1.32e-73
SLC46A1	ENSG00000076351.12	6.150	1.735	1.386	1.21e-34
SPAG5	ENSG00000076382.16	28.630	109.053	-1.893	1.45e-61
TPD52	ENSG00000076554.15	8.520	1.335	2.028	5.58e-28
TRAF4	ENSG00000076604.14	15.570	73.600	-2.171	1.25e-45
PAG1	ENSG00000076641.4	13.950	0.040	3.845	6.95e-82
ICAM3	ENSG00000076662.9	69.922	21.785	1.638	7.28e-35
NT5C2	ENSG00000076685.18	96.622	22.205	2.073	3.37e-81
MCAM	ENSG00000076706.14	0.600	34.820	-4.485	1.38e-123
MBNL3	ENSG00000076770.14	18.050	0.355	3.813	1.32e-102
RAP1GAP	ENSG00000076864.19	0.640	23.675	-3.911	6.77e-85
UBE2T	ENSG00000077152.9	17.510	111.021	-2.597	4.84e-85
PPP1R12B	ENSG00000077157.20	25.820	10.720	1.194	3.38e-35
IL4R	ENSG00000077238.13	25.240	5.200	2.081	4.94e-45
SPAG6	ENSG00000077327.15	0.180	5.920	-2.552	1.13e-12
LRCH4	ENSG00000077454.15	117.408	36.145	1.673	3.49e-52
FGFR1	ENSG00000077782.19	8.800	0.535	2.675	1.52e-33
NEBL	ENSG00000078114.18	0.030	6.155	-2.796	3.65e-96
UBE2K	ENSG00000078140.13	43.800	92.052	-1.055	8.04e-51
TIGAR	ENSG00000078237.5	3.570	0.790	1.352	4.99e-36
SYNJ2	ENSG00000078269.13	5.270	17.395	-1.553	2.48e-28
PPP2R5C	ENSG00000078304.19	74.089	295.066	-1.979	7.44e-100
HOXA9	ENSG00000078399.15	52.301	0.000	5.736	7.34e-33
ZCWPW1	ENSG00000078487.17	5.620	1.890	1.196	6.91e-48
P2RY10	ENSG00000078589.12	3.250	0.000	2.087	1.19e-48
TNRC6C	ENSG00000078687.16	8.810	1.280	2.105	2.44e-62
MYH7B	ENSG00000078814.15	2.360	0.285	1.387	1.01e-56
OSBPL6	ENSG00000079156.16	0.100	7.895	-3.015	2.90e-91
SLC1A3	ENSG00000079215.13	5.510	0.090	2.578	8.60e-39
LXN	ENSG00000079257.7	16.130	0.040	4.042	1.78e-98
SP140	ENSG00000079263.18	8.520	0.990	2.258	3.34e-59
TNS1	ENSG00000079308.16	8.360	1.620	1.837	2.38e-28
RAPGEF3	ENSG00000079337.15	3.520	0.695	1.415	6.83e-28
LIPE	ENSG00000079435.9	6.070	0.245	2.506	5.07e-75
FDFT1	ENSG00000079459.12	106.683	760.549	-2.822	4.95e-116
PAFAH1B3	ENSG00000079462.7	16.490	51.960	-1.598	3.44e-51
KIF22	ENSG00000079616.12	47.901	98.769	-1.029	6.58e-44
PGM1	ENSG00000079739.15	17.360	0.250	3.877	4.64e-92
RABL2B	ENSG00000079974.17	30.431	4.680	2.468	3.91e-91
PTPRH	ENSG00000080031.9	0.230	18.050	-3.953	2.94e-113
SMARCA2	ENSG00000080503.19	66.380	13.690	2.197	1.41e-90
SESN1	ENSG00000080546.13	27.170	9.075	1.483	2.86e-29
SRCAP	ENSG00000080603.16	53.981	19.241	1.442	6.06e-44
PSEN1	ENSG00000080815.18	53.319	14.144	1.843	3.93e-74
IGSF9B	ENSG00000080854.14	1.050	0.010	1.021	1.35e-17
NDC80	ENSG00000080986.12	11.440	62.504	-2.352	1.32e-66
MAGI3	ENSG00000081026.18	1.200	4.875	-1.417	5.43e-33
PTPRC	ENSG00000081237.18	188.915	38.634	2.261	2.39e-52
STK17B	ENSG00000081320.10	80.242	7.800	3.207	4.88e-74
ZNF506	ENSG00000081665.13	28.709	0.375	4.433	2.37e-119
HSPB11	ENSG00000081870.11	41.509	99.760	-1.245	4.73e-62
PHLPP1	ENSG00000081913.13	10.160	4.405	1.046	4.96e-24
FYB	ENSG00000082074.15	72.278	14.655	2.227	4.92e-47
ME2	ENSG00000082212.11	82.641	28.360	1.510	3.92e-66
TRAF5	ENSG00000082512.14	19.110	6.970	1.335	8.05e-15
MRPL22	ENSG00000082515.16	28.271	71.495	-1.308	3.24e-69
ITGB5	ENSG00000082781.11	2.490	24.780	-2.885	1.39e-54
ERC1	ENSG00000082805.19	17.100	3.095	2.144	3.56e-73
RNF13	ENSG00000082996.19	45.439	12.185	1.816	3.51e-56
KAT6A	ENSG00000083168.9	33.981	10.645	1.587	5.20e-55
ZCCHC6	ENSG00000083223.17	23.760	10.125	1.154	2.84e-28
ULK2	ENSG00000083290.19	7.260	0.090	2.922	1.20e-58
PLOD1	ENSG00000083444.16	24.580	102.305	-2.014	3.52e-58
P2RX5	ENSG00000083454.21	11.380	1.690	2.202	6.74e-38
PDS5B	ENSG00000083642.18	26.370	8.885	1.469	1.58e-66
OXCT1	ENSG00000083720.12	11.170	43.694	-1.877	1.14e-53
RRAGB	ENSG00000083750.12	18.120	6.515	1.347	3.89e-42
SLC27A5	ENSG00000083807.9	7.680	35.674	-2.079	4.73e-72
ZNF671	ENSG00000083814.12	12.850	3.005	1.790	3.38e-57
ZNF586	ENSG00000083828.15	20.619	6.495	1.528	9.28e-56
ZNF264	ENSG00000083844.10	11.240	1.420	2.339	2.34e-80
FAT1	ENSG00000083857.13	0.110	8.610	-3.114	1.33e-77
PPIE	ENSG00000084072.16	27.029	95.822	-1.788	4.85e-98
REST	ENSG00000084093.15	26.690	8.425	1.555	1.26e-45
HAL	ENSG00000084110.10	15.720	0.110	3.913	4.97e-59
SSH1	ENSG00000084112.14	16.919	4.125	1.806	1.31e-55
GSTP1	ENSG00000084207.15	215.956	1013.302	-2.225	2.44e-79
KIAA1467	ENSG00000084444.13	4.260	1.230	1.238	9.89e-40
SLCO1A2	ENSG00000084453.16	0.000	2.570	-1.836	2.52e-157
NCOA1	ENSG00000084676.15	36.521	9.530	1.833	3.74e-67
MAPRE3	ENSG00000084764.10	2.620	41.425	-3.551	2.13e-95
FCN1	ENSG00000085265.10	52.581	0.030	5.701	2.77e-46
MECOM	ENSG00000085276.17	0.050	6.570	-2.850	4.39e-32
WDFY1	ENSG00000085449.14	36.719	17.705	1.012	6.31e-24
PILRA	ENSG00000085514.15	23.131	1.080	3.536	4.33e-65
MTIF2	ENSG00000085760.14	23.091	58.365	-1.301	7.59e-67
ORC1	ENSG00000085840.12	10.120	54.520	-2.320	8.89e-74
USP40	ENSG00000085982.13	19.670	7.960	1.206	8.70e-26
RAD54L	ENSG00000085999.11	9.150	37.130	-1.909	1.45e-61
NME8	ENSG00000086288.11	3.550	0.000	2.186	2.29e-45
EPDR1	ENSG00000086289.11	15.300	0.065	3.936	1.35e-96
MRPL28	ENSG00000086504.15	33.330	116.081	-1.770	1.49e-89
HBQ1	ENSG00000086506.2	0.710	44.524	-4.735	1.71e-97
LAT2	ENSG00000086730.16	120.759	1.020	5.914	3.95e-104
TRIP6	ENSG00000087077.11	8.710	80.434	-3.068	1.11e-69
FTL	ENSG00000087086.13	1463.188	6921.648	-2.241	1.50e-59
PIGS	ENSG00000087111.20	45.201	103.360	-1.176	1.03e-59
MMP2	ENSG00000087245.12	8.550	0.545	2.628	2.01e-23
LPCAT2	ENSG00000087253.11	45.771	12.915	1.749	3.83e-31
SH3BP2	ENSG00000087266.15	70.830	12.350	2.428	1.49e-52
NID2	ENSG00000087303.16	1.940	0.200	1.293	1.55e-34
PTHLH	ENSG00000087494.15	0.000	4.175	-2.372	9.19e-160
PIR	ENSG00000087842.10	0.530	13.515	-3.246	2.42e-69
METTL2A	ENSG00000087995.15	9.810	22.975	-1.149	1.93e-57
GNA11	ENSG00000088256.8	3.240	15.190	-1.933	6.86e-46
TPX2	ENSG00000088325.15	25.240	115.607	-2.152	6.15e-59
PDRG1	ENSG00000088356.5	6.450	21.561	-1.599	4.42e-88
EPB41L1	ENSG00000088367.20	0.290	2.620	-1.489	3.57e-50
KIF9	ENSG00000088727.12	8.590	18.490	-1.023	3.16e-29
MAVS	ENSG00000088888.17	36.450	7.165	2.197	1.31e-94
SIRPG	ENSG00000089012.14	1.800	0.000	1.485	3.67e-36
P2RX7	ENSG00000089041.16	12.190	0.610	3.034	3.97e-62
RBBP9	ENSG00000089050.14	6.560	1.135	1.824	1.70e-72
SLC23A2	ENSG00000089057.14	15.460	4.615	1.552	9.17e-55
OAS1	ENSG00000089127.12	22.239	0.175	4.306	1.95e-69
ZNF302	ENSG00000089335.20	19.929	0.200	4.124	1.95e-121
GRAMD1A	ENSG00000089351.14	91.912	45.274	1.006	4.28e-25
HEPH	ENSG00000089472.16	0.090	53.719	-5.650	1.32e-213
GMIP	ENSG00000089639.10	55.218	11.850	2.129	2.55e-59
ZBTB25	ENSG00000089775.11	11.850	1.910	2.143	1.28e-86
GPATCH2L	ENSG00000089916.17	36.259	16.410	1.098	1.44e-27
LTBP4	ENSG00000090006.17	28.869	102.156	-1.788	3.70e-27
RGS1	ENSG00000090104.11	10.360	0.090	3.382	2.25e-47
YPEL3	ENSG00000090238.11	61.840	20.300	1.561	1.69e-43
MRPS33	ENSG00000090263.15	34.659	101.891	-1.529	1.19e-68
NDUFB2	ENSG00000090266.12	77.772	229.793	-1.551	1.04e-72
NUDC	ENSG00000090273.13	41.300	148.163	-1.818	1.33e-98
ICAM1	ENSG00000090339.8	11.430	26.055	-1.122	3.37e-18
IRAK3	ENSG00000090376.8	64.422	0.020	6.003	1.35e-129
LYZ	ENSG00000090382.6	2282.026	42.610	5.710	2.17e-43
RAB11FIP3	ENSG00000090565.15	24.370	8.075	1.483	1.41e-33
GNPTG	ENSG00000090581.9	37.201	17.900	1.015	3.07e-34
MCOLN1	ENSG00000090674.15	18.570	7.315	1.235	1.67e-31
PDPR	ENSG00000090857.13	38.141	13.460	1.437	5.64e-37
GLG1	ENSG00000090863.11	60.909	27.675	1.110	3.03e-31
KIF4A	ENSG00000090889.11	5.280	28.215	-2.218	4.25e-67
TNRC6A	ENSG00000090905.17	36.101	15.495	1.169	4.41e-42
NAT14	ENSG00000090971.4	6.550	31.835	-2.121	1.46e-60
NLRC4	ENSG00000091106.18	3.610	0.310	1.815	1.36e-28
PUS7	ENSG00000091127.13	11.300	24.780	-1.068	7.33e-27
LAMB1	ENSG00000091136.13	4.110	14.855	-1.634	5.53e-60
WDR7	ENSG00000091157.13	12.140	2.585	1.874	2.04e-59
ITGA6	ENSG00000091409.14	28.859	0.080	4.789	1.87e-84
FH	ENSG00000091483.6	35.540	181.401	-2.320	4.73e-96
ORC6	ENSG00000091651.8	15.130	46.999	-1.573	8.80e-53
ZFHX4	ENSG00000091656.15	0.020	2.235	-1.665	1.35e-160
ZC3HC1	ENSG00000091732.15	13.820	42.225	-1.544	1.23e-86
TMEM101	ENSG00000091947.9	14.250	36.625	-1.303	3.80e-73
PSME1	ENSG00000092010.14	175.386	80.699	1.110	5.20e-56
PPP2R3C	ENSG00000092020.10	39.401	13.985	1.431	4.50e-72
JPH4	ENSG00000092051.16	1.190	0.070	1.033	6.54e-25
SLC7A8	ENSG00000092068.18	1.760	27.745	-3.381	1.28e-77
RNF31	ENSG00000092098.16	54.281	18.140	1.530	1.25e-60
HECTD1	ENSG00000092148.12	78.590	35.229	1.135	2.93e-49
TINF2	ENSG00000092330.15	40.551	11.350	1.750	6.13e-94
SEMA6A	ENSG00000092421.16	5.300	0.410	2.160	1.09e-64
TRPM7	ENSG00000092439.13	36.521	14.705	1.256	1.98e-38
TYRO3	ENSG00000092445.11	0.970	22.195	-3.558	1.28e-87
TBX15	ENSG00000092607.13	0.030	2.645	-1.823	3.59e-180
PHGDH	ENSG00000092621.11	13.910	52.962	-1.856	8.45e-24
EZR	ENSG00000092820.17	41.280	123.502	-1.558	1.79e-44
GPATCH2	ENSG00000092978.10	7.120	0.870	2.118	2.19e-91
VNN3	ENSG00000093134.13	1.230	0.000	1.157	2.05e-17
SEC22C	ENSG00000093183.13	19.700	46.365	-1.194	5.23e-58
