GeneSymbol	GeneID	MedianTumor	MedianNormal	Log2FoldChange	adjp
CTD-3157E16.1	ENSG00000265519.1	0.850	2.860	-1.061	5.62e-23
CTD-3157E16.2	ENSG00000276855.1	3.385	13.395	-1.715	6.96e-53
CTD-3162L10.1	ENSG00000267053.6	0.125	1.705	-1.266	3.98e-32
CTD-3193O13.11	ENSG00000268120.1	1.779	0.170	1.248	3.44e-58
CTD-3220F14.1	ENSG00000267605.5	0.100	1.410	-1.132	2.35e-34
CTF1	ENSG00000150281.6	0.730	7.834	-2.352	5.20e-38
CTHRC1	ENSG00000164932.12	24.606	2.445	2.894	3.82e-68
CTIF	ENSG00000134030.13	4.790	24.680	-2.149	1.15e-26
CTNNB1	ENSG00000168036.16	203.029	88.281	1.192	2.46e-33
CTNNBIP1	ENSG00000178585.14	22.355	9.465	1.158	1.13e-59
CTNNBL1	ENSG00000132792.18	66.412	31.480	1.053	2.63e-32
CTRB1	ENSG00000168925.10	0.000	2.400	-1.766	4.78e-26
CTRB2	ENSG00000168928.12	0.000	2.395	-1.763	7.72e-26
CTSC	ENSG00000109861.15	107.996	45.130	1.240	8.33e-24
CTSE	ENSG00000196188.10	2.753	0.335	1.491	1.32e-7
CTSF	ENSG00000174080.10	7.700	63.915	-2.899	3.00e-40
CTSG	ENSG00000100448.3	0.375	3.265	-1.633	1.97e-18
CTSH	ENSG00000103811.15	153.606	59.595	1.351	5.63e-34
CTSL	ENSG00000135047.14	38.503	92.944	-1.250	4.95e-14
CTSS	ENSG00000163131.10	181.288	24.540	2.835	1.61e-20
CTSV	ENSG00000136943.10	13.785	0.250	3.564	1.35e-103
CTXN1	ENSG00000178531.5	1.315	24.960	-3.487	8.25e-27
CUL9	ENSG00000112659.13	12.180	26.115	-1.041	2.25e-22
CXADR	ENSG00000154639.18	23.620	0.865	3.723	2.53e-56
CXCL1	ENSG00000163739.4	59.583	2.860	3.972	1.49e-56
CXCL10	ENSG00000169245.5	10.874	0.430	3.054	2.28e-51
CXCL11	ENSG00000169248.12	3.610	0.070	2.107	8.65e-78
CXCL12	ENSG00000107562.16	9.859	57.211	-2.422	1.84e-33
CXCL13	ENSG00000156234.7	2.440	0.165	1.562	1.02e-12
CXCL14	ENSG00000145824.12	95.421	24.298	1.930	9.15e-14
CXCL16	ENSG00000161921.14	53.044	10.455	2.238	1.56e-75
CXCL2	ENSG00000081041.8	17.946	6.690	1.301	6.04e-14
CXCL3	ENSG00000163734.4	30.523	1.480	3.668	1.58e-74
CXCL5	ENSG00000163735.6	3.098	0.030	1.992	4.43e-52
CXCL8	ENSG00000169429.10	28.130	0.550	4.232	6.80e-62
CXCL9	ENSG00000138755.5	7.223	0.310	2.650	4.76e-45
CXCR3	ENSG00000186810.7	3.690	0.300	1.851	5.57e-50
CXXC1	ENSG00000154832.14	22.660	72.213	-1.630	3.21e-46
CXXC5	ENSG00000171604.11	46.949	14.050	1.672	1.08e-64
CYB561	ENSG00000008283.15	45.000	13.445	1.671	3.75e-35
CYB561D2	ENSG00000114395.10	26.585	8.297	1.569	7.41e-28
CYB5B	ENSG00000103018.16	179.003	36.579	2.260	5.18e-76
CYBA	ENSG00000051523.10	310.865	86.449	1.834	2.71e-24
CYBRD1	ENSG00000071967.11	9.410	46.335	-2.185	3.36e-36
CYCS	ENSG00000172115.8	200.498	75.937	1.389	1.60e-22
CYP1B1	ENSG00000138061.11	0.550	2.175	-1.035	2.16e-9
CYP1B1-AS1	ENSG00000232973.11	0.195	1.655	-1.152	2.52e-54
CYP21A2	ENSG00000231852.6	0.085	1.715	-1.323	4.98e-30
CYP26B1	ENSG00000003137.8	0.530	2.190	-1.060	9.76e-32
CYP2B6	ENSG00000197408.8	12.249	0.125	3.558	2.41e-50
CYP2C18	ENSG00000108242.12	1.230	0.090	1.033	3.40e-3
CYP2E1	ENSG00000130649.9	0.375	3.230	-1.621	3.96e-30
CYP2J2	ENSG00000134716.9	19.723	1.335	3.150	3.63e-21
CYP2S1	ENSG00000167600.13	75.533	1.445	4.968	1.75e-85
CYP2W1	ENSG00000073067.13	11.512	0.225	3.353	4.07e-71
CYP39A1	ENSG00000146233.7	6.855	1.945	1.415	1.46e-61
CYP3A5	ENSG00000106258.13	30.740	6.573	2.067	2.76e-6
CYP4B1	ENSG00000142973.12	0.150	6.870	-2.775	8.78e-35
CYP4F11	ENSG00000171903.16	3.790	0.315	1.865	4.60e-27
CYP4F2	ENSG00000186115.12	3.215	0.150	1.874	1.37e-17
CYP4F29P	ENSG00000228314.1	0.050	1.485	-1.243	8.41e-19
CYP4F3	ENSG00000186529.14	5.270	0.230	2.350	1.17e-48
CYP51A1	ENSG00000001630.15	50.145	11.750	2.004	4.46e-41
CYR61	ENSG00000142871.15	23.675	81.083	-1.734	1.16e-11
CYS1	ENSG00000205795.4	0.855	4.770	-1.637	7.88e-22
CYSTM1	ENSG00000120306.9	107.541	47.459	1.163	1.99e-15
CYTL1	ENSG00000170891.10	0.485	2.435	-1.210	4.38e-31
D2HGDH	ENSG00000180902.16	13.380	29.610	-1.090	6.79e-21
DAAM2	ENSG00000146122.16	1.835	15.435	-2.535	1.09e-84
DACH1	ENSG00000276644.4	9.440	0.730	2.593	1.49e-119
DACT3	ENSG00000197380.10	1.520	32.185	-3.719	1.43e-40
DAP	ENSG00000112977.15	83.771	38.720	1.094	5.56e-30
DAPK1	ENSG00000196730.12	2.180	19.425	-2.683	5.39e-46
DAPK2	ENSG00000035664.11	11.225	4.385	1.183	4.20e-12
DAPK3	ENSG00000167657.11	34.305	72.813	-1.064	8.29e-9
DARS2	ENSG00000117593.9	17.750	4.560	1.754	5.92e-64
DBF4	ENSG00000006634.7	16.900	2.765	2.249	1.57e-99
DBI	ENSG00000155368.16	368.009	117.689	1.636	2.09e-21
DBN1	ENSG00000113758.13	14.714	50.700	-1.718	1.97e-11
DBNDD1	ENSG00000003249.13	11.795	2.360	1.929	1.83e-92
DCAF12	ENSG00000198876.12	24.735	10.070	1.217	7.77e-62
DCAF13	ENSG00000164934.13	47.076	11.660	1.925	2.00e-99
DCAF5	ENSG00000139990.17	11.705	26.469	-1.112	5.57e-31
DCAF7	ENSG00000136485.14	35.404	16.615	1.047	6.52e-38
DCAF8	ENSG00000132716.18	43.896	94.225	-1.085	1.91e-23
DCHS1	ENSG00000166341.7	3.099	13.129	-1.785	3.48e-23
DCK	ENSG00000156136.9	14.025	5.850	1.133	3.15e-47
DCLK1	ENSG00000133083.14	0.270	3.680	-1.882	7.24e-46
DCLK2	ENSG00000170390.14	0.690	7.740	-2.371	1.22e-48
DCN	ENSG00000011465.16	112.508	472.132	-2.059	6.78e-22
DCST2	ENSG00000163354.14	0.385	2.005	-1.117	2.96e-32
DCTN5	ENSG00000166847.9	43.920	20.390	1.070	5.85e-38
DCTPP1	ENSG00000179958.8	86.795	20.490	2.030	1.84e-40
DCUN1D4	ENSG00000109184.14	8.740	20.559	-1.146	5.15e-36
DDAH1	ENSG00000153904.18	43.481	12.645	1.705	1.15e-49
DDC	ENSG00000132437.17	43.647	1.230	4.324	4.29e-27
DDIAS	ENSG00000165490.12	3.800	0.270	1.918	2.48e-112
DDOST	ENSG00000244038.9	193.937	79.621	1.274	1.31e-33
DDR1	ENSG00000204580.11	105.799	27.339	1.914	3.65e-30
DDR2	ENSG00000162733.16	3.125	36.966	-3.202	2.72e-41
DDX17	ENSG00000100201.18	82.355	264.770	-1.673	7.81e-34
DDX18	ENSG00000088205.12	45.733	20.465	1.122	7.13e-41
DDX21	ENSG00000165732.12	51.134	13.790	1.818	1.01e-46
DDX26B	ENSG00000165359.14	2.895	9.425	-1.420	2.66e-46
DDX27	ENSG00000124228.14	69.201	24.730	1.448	3.24e-56
DDX3Y	ENSG00000067048.16	1.404	19.487	-3.091	5.81e-6
DEFA5	ENSG00000164816.7	3.387	0.290	1.766	1.21e-20
DEFA6	ENSG00000164822.4	4.000	0.265	1.983	2.00e-34
DEFB124	ENSG00000180383.3	0.000	1.715	-1.441	8.22e-32
DEGS2	ENSG00000168350.7	14.231	0.800	3.081	2.00e-20
DEK	ENSG00000124795.14	93.525	45.304	1.030	1.62e-26
DENND1C	ENSG00000205744.9	21.954	3.555	2.333	5.21e-19
DENND2A	ENSG00000146966.12	2.490	7.430	-1.272	2.12e-36
DENND2D	ENSG00000162777.16	24.515	6.644	1.739	1.78e-19
DENND3	ENSG00000105339.10	7.410	39.619	-2.272	7.28e-62
DENND4B	ENSG00000198837.9	12.263	31.910	-1.311	2.39e-32
DENND5A	ENSG00000184014.7	11.365	50.885	-2.069	2.19e-21
DEPDC1	ENSG00000024526.16	3.715	0.170	2.011	8.35e-64
DEPDC1B	ENSG00000035499.12	7.275	0.260	2.715	1.88e-78
DERL1	ENSG00000136986.9	55.913	21.705	1.326	2.96e-50
DERL3	ENSG00000099958.14	11.134	3.228	1.521	1.98e-4
DES	ENSG00000175084.11	24.904	5099.357	-7.621	8.41e-46
DFNA5	ENSG00000105928.13	1.810	5.510	-1.212	4.29e-14
DFNB31	ENSG00000095397.13	3.120	11.615	-1.614	1.44e-25
DGAT2	ENSG00000062282.14	18.047	1.735	2.800	7.56e-66
DGKA	ENSG00000065357.19	16.045	33.799	-1.030	4.14e-19
DHCR24	ENSG00000116133.11	73.878	8.554	2.970	3.69e-31
DHCR7	ENSG00000172893.15	45.649	6.940	2.555	2.03e-60
DHFR	ENSG00000228716.6	23.015	6.390	1.700	6.80e-68
DHFRP1	ENSG00000188985.6	8.905	0.715	2.530	1.49e-78
DHRS2	ENSG00000100867.14	1.389	0.130	1.080	1.20e-55
DIAPH1	ENSG00000131504.15	51.705	18.310	1.449	4.09e-46
DIAPH2	ENSG00000147202.17	10.270	4.600	1.009	8.23e-52
DIAPH3	ENSG00000139734.17	5.045	0.150	2.394	2.64e-129
DICER1-AS1	ENSG00000235706.7	2.290	5.725	-1.031	2.75e-26
DIO2	ENSG00000211448.11	2.930	0.385	1.505	1.29e-70
DIO3OS	ENSG00000258498.6	11.392	30.125	-1.329	1.96e-14
DIP2A	ENSG00000160305.17	9.050	19.585	-1.034	1.49e-35
DIP2C	ENSG00000151240.15	2.585	14.910	-2.150	6.15e-32
DIRAS3	ENSG00000162595.4	0.330	2.340	-1.328	7.02e-35
DIRC3	ENSG00000231672.6	0.040	1.370	-1.188	2.47e-43
DIS3	ENSG00000083520.14	17.850	7.800	1.099	3.27e-50
DISP1	ENSG00000154309.8	1.460	5.415	-1.383	6.12e-22
DIXDC1	ENSG00000150764.13	3.234	19.785	-2.295	1.22e-31
DKC1	ENSG00000130826.15	90.005	19.350	2.161	1.49e-94
DLC1	ENSG00000164741.14	3.335	17.250	-2.074	2.82e-28
DLEU1	ENSG00000176124.11	12.280	3.855	1.452	2.11e-69
DLEU1_1	ENSG00000276089.1	5.999	0.970	1.829	9.09e-24
DLEU1_2	ENSG00000273541.1	2.229	0.485	1.121	2.70e-18
DLG2	ENSG00000150672.16	0.360	1.765	-1.024	2.42e-28
DLG3	ENSG00000082458.11	28.734	12.585	1.130	1.68e-30
DLG4	ENSG00000132535.18	2.590	21.795	-2.667	2.33e-51
DLGAP5	ENSG00000126787.12	10.304	0.240	3.188	6.09e-87
DLL1	ENSG00000198719.8	3.250	8.620	-1.179	1.19e-19
DMBT1	ENSG00000187908.15	9.679	0.890	2.498	1.29e-5
DMD	ENSG00000198947.14	3.105	26.165	-2.726	3.88e-31
DMPK	ENSG00000104936.17	12.170	110.690	-3.084	2.55e-47
DMTF1	ENSG00000135164.18	16.875	57.314	-1.706	8.88e-48
DMWD	ENSG00000185800.11	13.935	32.140	-1.150	9.72e-15
DMXL2	ENSG00000104093.13	6.809	22.290	-1.576	1.11e-51
DNAAF5	ENSG00000164818.15	27.351	12.035	1.121	2.63e-50
DNAH1	ENSG00000114841.17	2.275	5.570	-1.004	2.71e-32
DNAH14	ENSG00000185842.14	7.099	2.125	1.374	5.01e-67
DNAJA1	ENSG00000086061.15	109.261	48.200	1.164	4.01e-23
DNAJB1	ENSG00000132002.7	103.791	49.199	1.062	5.63e-13
DNAJB11	ENSG00000090520.10	123.258	54.524	1.162	3.95e-34
DNAJB5	ENSG00000137094.14	2.105	33.660	-3.481	1.51e-37
DNAJC15	ENSG00000120675.5	33.241	10.005	1.638	5.50e-52
DNAJC19P9	ENSG00000258608.1	3.125	0.390	1.569	3.71e-82
DNAJC2	ENSG00000105821.14	35.465	15.320	1.160	1.12e-48
DNAJC22	ENSG00000178401.14	9.095	0.395	2.855	2.78e-26
DNALI1	ENSG00000163879.10	2.755	7.975	-1.257	3.06e-12
DNER	ENSG00000187957.7	0.070	3.290	-2.003	2.64e-39
DNHD1	ENSG00000179532.12	1.790	10.470	-2.040	1.18e-75
DNM3OS	ENSG00000230630.2	0.335	3.995	-1.904	8.91e-51
DNMBP-AS1	ENSG00000227695.5	1.600	0.240	1.068	3.52e-17
DNTTIP1	ENSG00000101457.12	83.377	27.635	1.559	3.61e-63
DOC2GP	ENSG00000231793.4	0.200	2.465	-1.530	3.35e-52
DOCK3	ENSG00000088538.12	0.060	1.755	-1.378	1.63e-36
DOCK4	ENSG00000128512.19	1.540	4.585	-1.137	2.45e-27
DOK4	ENSG00000125170.10	43.030	11.295	1.840	1.39e-19
DOLPP1	ENSG00000167130.17	15.780	5.450	1.379	5.34e-12
DOPEY2	ENSG00000142197.12	10.100	3.860	1.191	3.84e-16
DPEP1	ENSG00000015413.9	153.793	0.395	6.794	3.05e-175
DPH1	ENSG00000108963.17	14.419	39.095	-1.379	3.03e-37
DPH6	ENSG00000134146.11	10.900	4.605	1.086	9.16e-55
DPM1	ENSG00000000419.12	78.256	29.920	1.358	4.13e-54
DPP10-AS1	ENSG00000235026.5	0.105	1.530	-1.195	1.69e-6
DPP3	ENSG00000254986.7	51.474	16.149	1.613	5.56e-35
DPP6	ENSG00000130226.16	0.050	11.434	-3.566	1.06e-44
DPT	ENSG00000143196.4	2.990	182.410	-5.523	3.31e-60
DPY19L1	ENSG00000173852.13	14.917	5.700	1.248	1.45e-64
DPY19L2	ENSG00000177990.11	0.155	7.085	-2.807	6.29e-61
DPYD	ENSG00000188641.12	1.815	8.935	-1.819	2.13e-44
DPYSL3	ENSG00000113657.12	13.975	92.401	-2.641	6.99e-20
DRP2	ENSG00000102385.12	0.125	1.425	-1.108	9.29e-27
DSC2	ENSG00000134755.14	18.435	1.475	2.973	3.44e-17
DSCC1	ENSG00000136982.5	7.955	1.465	1.861	8.63e-105
DSEL	ENSG00000171451.13	0.230	1.505	-1.026	8.10e-38
DSG2	ENSG00000046604.12	71.461	2.503	4.371	4.25e-34
DSN1	ENSG00000149636.15	21.675	4.760	1.977	4.83e-103
DSP	ENSG00000096696.13	55.389	3.280	3.720	2.04e-33
DST	ENSG00000151914.17	32.935	218.455	-2.693	6.08e-43
DSTN	ENSG00000125868.15	401.664	893.949	-1.152	3.15e-6
DSTNP1	ENSG00000230982.1	0.705	2.655	-1.100	4.38e-44
DTD1	ENSG00000125821.11	38.744	13.975	1.408	1.22e-47
DTL	ENSG00000143476.17	8.790	0.475	2.731	1.18e-100
DTNA	ENSG00000134769.21	1.760	25.670	-3.273	4.97e-41
DTX2	ENSG00000091073.19	44.651	15.055	1.508	4.91e-43
DTX3	ENSG00000178498.15	4.850	74.840	-3.697	9.25e-59
DTX4	ENSG00000110042.7	19.790	8.955	1.062	3.98e-13
DTYMK	ENSG00000168393.12	40.467	11.500	1.730	5.12e-66
DUOX2	ENSG00000140279.12	17.224	0.540	3.565	2.35e-40
DUOXA2	ENSG00000140274.13	11.454	0.110	3.488	8.29e-57
DUSP1	ENSG00000120129.5	41.949	144.336	-1.759	1.87e-19
DUSP16	ENSG00000111266.8	21.940	7.210	1.482	2.50e-57
DUSP18	ENSG00000167065.13	9.340	3.310	1.262	1.42e-58
DUSP2	ENSG00000158050.4	8.050	2.240	1.482	2.30e-26
DUSP22	ENSG00000112679.14	19.400	40.235	-1.015	1.71e-15
DUSP26	ENSG00000133878.8	0.150	1.905	-1.337	3.80e-52
DUSP27	ENSG00000198842.9	1.379	0.030	1.208	6.62e-47
DUSP3	ENSG00000108861.8	24.395	54.345	-1.124	9.27e-11
DUSP4	ENSG00000120875.8	3.345	0.770	1.296	6.30e-41
DUSP6	ENSG00000139318.7	44.949	21.095	1.056	1.67e-22
DUSP8P5	ENSG00000235316.1	0.430	2.060	-1.097	4.03e-71
DYNC1I1	ENSG00000158560.14	0.325	8.370	-2.822	8.53e-33
DYNC2H1	ENSG00000187240.13	0.925	7.315	-2.111	5.05e-49
DYSF	ENSG00000135636.13	4.480	12.120	-1.260	5.70e-11
DZIP1	ENSG00000134874.17	1.475	12.515	-2.449	1.35e-37
DZIP1L	ENSG00000158163.14	0.640	4.520	-1.751	1.19e-36
E2F1	ENSG00000101412.12	15.315	2.010	2.438	3.45e-101
E2F2	ENSG00000007968.6	2.840	0.275	1.591	5.12e-11
E2F3	ENSG00000112242.14	9.140	3.290	1.241	4.78e-67
E2F5	ENSG00000133740.10	14.430	3.660	1.727	9.62e-80
E2F7	ENSG00000165891.15	1.565	0.100	1.221	6.66e-92
E2F8	ENSG00000129173.12	4.390	0.215	2.149	2.07e-39
EAF1	ENSG00000144597.13	12.835	5.910	1.002	2.86e-49
EBF1	ENSG00000164330.16	0.740	3.275	-1.297	1.04e-32
EBF3	ENSG00000108001.13	0.210	1.430	-1.006	6.66e-20
EBF4	ENSG00000088881.20	1.845	30.864	-3.485	1.38e-59
EBNA1BP2	ENSG00000117395.10	76.037	35.420	1.081	1.14e-40
EBP	ENSG00000147155.10	159.558	24.110	2.677	4.00e-36
EBPL	ENSG00000123179.13	88.855	26.689	1.698	4.91e-67
ECE2	ENSG00000145194.17	10.585	2.975	1.543	2.06e-85
ECHDC2	ENSG00000121310.16	36.215	157.580	-2.091	6.46e-54
ECI2	ENSG00000198721.12	19.215	40.221	-1.028	5.70e-24
ECT2	ENSG00000114346.13	33.684	3.480	2.953	2.14e-112
EDAR	ENSG00000135960.9	3.075	0.030	1.984	2.31e-76
EDEM2	ENSG00000088298.12	29.464	11.415	1.295	3.08e-57
EEF1A1P12	ENSG00000214199.3	2.520	0.220	1.529	5.00e-106
EEF1A1P13	ENSG00000250182.3	4.000	1.330	1.102	1.95e-56
EEF1A1P5	ENSG00000196205.8	233.179	78.877	1.552	6.05e-28
EEF1A1P6	ENSG00000233476.3	37.325	9.430	1.878	1.02e-58
EEF1A1P9	ENSG00000249264.1	2.795	0.210	1.649	5.62e-120
EEF1A2	ENSG00000101210.10	0.565	5.940	-2.149	1.15e-31
EEF1B2	ENSG00000114942.13	1028.980	467.087	1.138	1.93e-23
EEF1E1	ENSG00000124802.11	26.564	11.220	1.174	1.13e-51
EEF1G	ENSG00000254772.9	2044.949	986.003	1.052	4.35e-18
EEPD1	ENSG00000122547.10	30.226	14.570	1.004	5.67e-27
EFCAB11	ENSG00000140025.15	9.585	2.770	1.489	5.56e-82
EFCC1	ENSG00000114654.7	1.705	4.535	-1.033	1.34e-25
EFEMP2	ENSG00000172638.12	17.525	84.497	-2.206	4.80e-18
EFHC1	ENSG00000096093.14	2.775	8.910	-1.392	1.17e-45
EFHC2	ENSG00000183690.12	0.115	1.315	-1.054	8.38e-59
EFHD1	ENSG00000115468.11	1.805	9.995	-1.971	1.08e-46
EFNA1	ENSG00000169242.11	108.060	28.475	1.888	5.15e-47
EFNA2	ENSG00000099617.3	8.035	0.285	2.814	3.92e-11
EFNA3	ENSG00000143590.13	28.754	1.410	3.626	1.70e-109
EFNA4	ENSG00000243364.7	30.950	4.045	2.663	8.52e-60
EFNA5	ENSG00000184349.12	0.505	3.290	-1.511	7.24e-65
EFNB1	ENSG00000090776.5	42.084	16.050	1.337	1.57e-32
EFNB2	ENSG00000125266.6	31.355	12.905	1.218	9.81e-29
EFS	ENSG00000100842.12	1.055	14.500	-2.915	4.63e-52
EFTUD2	ENSG00000108883.12	60.955	28.286	1.081	5.02e-40
EGFL6	ENSG00000198759.11	1.660	0.050	1.341	2.52e-78
EGFL7	ENSG00000172889.15	10.960	35.220	-1.599	2.53e-30
EGFL8	ENSG00000241404.6	4.065	25.915	-2.410	4.31e-71
EHBP1	ENSG00000115504.14	14.000	37.461	-1.358	6.08e-10
EHBP1L1	ENSG00000173442.11	21.855	145.375	-2.679	2.33e-48
EHD2	ENSG00000024422.11	12.900	84.278	-2.617	1.25e-33
EHD4	ENSG00000103966.9	22.340	9.855	1.104	2.14e-22
EHF	ENSG00000135373.12	58.848	1.245	4.737	3.18e-29
EID2B	ENSG00000176401.5	0.465	2.690	-1.333	8.90e-38
EID3	ENSG00000255150.1	0.375	1.830	-1.041	2.69e-38
EIF1AX	ENSG00000173674.10	84.205	24.785	1.724	4.59e-61
EIF1AXP1	ENSG00000236698.1	20.793	1.685	3.021	1.60e-93
EIF2AK1	ENSG00000086232.12	82.569	23.910	1.746	1.85e-79
EIF2S2	ENSG00000125977.6	104.173	37.740	1.441	2.00e-52
EIF2S2P4	ENSG00000128692.8	4.990	0.680	1.834	5.61e-100
EIF2S3	ENSG00000130741.10	123.224	59.126	1.047	2.04e-27
EIF3C	ENSG00000184110.14	458.157	185.985	1.296	5.02e-31
EIF3CL	ENSG00000205609.12	77.329	30.411	1.318	2.36e-49
EIF3E	ENSG00000104408.9	442.381	215.530	1.034	7.57e-24
EIF3I	ENSG00000084623.11	212.636	103.870	1.027	4.24e-27
EIF3J	ENSG00000104131.12	69.442	32.925	1.054	5.54e-31
EIF3M	ENSG00000149100.12	333.408	131.452	1.336	3.44e-33
EIF4BP7	ENSG00000225031.1	3.510	0.860	1.278	2.73e-84
EIF4E	ENSG00000151247.12	52.995	23.105	1.163	6.83e-29
EIF4E3	ENSG00000163412.12	4.855	12.900	-1.247	3.24e-37
EIF4EBP1	ENSG00000187840.4	73.010	27.380	1.383	4.81e-44
EIF5A	ENSG00000132507.17	455.607	203.656	1.158	3.61e-28
EIF5AP4	ENSG00000234743.1	8.602	0.030	3.221	7.41e-150
EIF6	ENSG00000242372.6	366.367	91.271	1.993	2.58e-65
ELF3	ENSG00000163435.15	486.332	25.459	4.203	6.46e-22
ELF4	ENSG00000102034.16	19.315	7.440	1.267	1.33e-30
ELFN1-AS1	ENSG00000236081.1	14.727	0.090	3.851	8.60e-147
ELL3	ENSG00000128886.11	11.554	5.105	1.040	7.02e-4
ELMO3	ENSG00000102890.14	24.891	2.680	2.815	1.07e-17
ELMSAN1	ENSG00000156030.12	7.595	20.210	-1.303	4.24e-70
ELN	ENSG00000049540.16	17.750	49.853	-1.439	5.11e-14
ELOVL6	ENSG00000170522.9	11.900	3.400	1.552	7.09e-16
EMB	ENSG00000170571.11	7.710	2.515	1.309	3.70e-22
EMC10	ENSG00000161671.16	104.169	50.270	1.037	3.03e-31
EME1	ENSG00000154920.14	2.950	0.945	1.022	3.00e-36
EME2	ENSG00000197774.12	3.240	10.070	-1.385	1.39e-41
EMG1	ENSG00000126749.14	31.445	12.910	1.222	8.86e-57
EMILIN1	ENSG00000138080.13	25.244	145.486	-2.481	2.03e-20
EMILIN3	ENSG00000183798.4	0.090	1.720	-1.319	3.13e-32
EML1	ENSG00000066629.16	2.795	22.700	-2.643	6.40e-32
EML3	ENSG00000149499.11	19.965	42.730	-1.061	1.10e-25
EMP3	ENSG00000142227.10	23.830	123.502	-2.326	3.43e-28
ENC1	ENSG00000171617.13	31.928	3.550	2.855	1.46e-99
ENKD1	ENSG00000124074.11	10.704	27.634	-1.291	2.29e-19
ENO1	ENSG00000074800.13	786.825	333.073	1.238	6.42e-23
ENO2	ENSG00000111674.8	9.867	57.615	-2.431	1.35e-26
ENO3	ENSG00000108515.17	4.720	14.775	-1.464	2.40e-41
ENOPH1	ENSG00000145293.14	36.066	13.015	1.403	1.34e-68
ENOSF1	ENSG00000132199.18	18.167	50.129	-1.416	7.50e-37
ENOX1	ENSG00000120658.12	0.540	5.745	-2.131	8.75e-27
ENPP2	ENSG00000136960.12	6.470	18.699	-1.399	1.75e-25
ENPP3	ENSG00000154269.14	2.557	0.740	1.032	6.57e-6
ENPP5	ENSG00000112796.9	2.980	0.670	1.253	4.75e-58
TSPAN6	ENSG00000000003.14	94.890	14.459	2.633	1.08e-41
FUCA2	ENSG00000001036.13	50.474	19.960	1.296	1.12e-44
NFYA	ENSG00000001167.14	13.550	6.235	1.008	8.90e-48
RAD52	ENSG00000002016.16	5.005	12.735	-1.194	4.41e-14
LASP1	ENSG00000002834.17	121.334	37.049	1.685	3.87e-32
TMEM176A	ENSG00000002933.7	261.986	87.523	1.571	7.03e-28
KLHL13	ENSG00000003096.13	0.720	3.705	-1.452	1.67e-17
ICA1	ENSG00000003147.17	56.127	9.280	2.474	1.97e-53
RBM5	ENSG00000003756.16	43.584	125.191	-1.501	2.17e-37
SLC7A2	ENSG00000003989.16	0.430	3.165	-1.542	3.82e-29
FKBP4	ENSG00000004478.7	70.199	29.370	1.229	4.39e-29
RBM6	ENSG00000004534.14	31.724	96.991	-1.582	1.14e-32
HSPB6	ENSG00000004776.11	6.240	414.750	-5.844	1.90e-56
PDK4	ENSG00000004799.7	5.060	99.684	-4.054	3.74e-64
PRSS22	ENSG00000005001.9	22.979	0.240	4.273	2.56e-113
MEOX1	ENSG00000005102.12	0.865	3.035	-1.113	1.31e-24
PRKAR2B	ENSG00000005249.12	1.585	7.940	-1.790	8.56e-50
SOX8	ENSG00000005513.9	0.459	1.970	-1.025	1.34e-10
LAMP2	ENSG00000005893.15	71.290	32.666	1.103	6.35e-37
YBX2	ENSG00000006047.12	10.572	3.875	1.247	9.26e-3
MAP3K14	ENSG00000006062.13	5.450	17.125	-1.491	7.94e-37
TMEM132A	ENSG00000006118.14	15.210	4.310	1.610	2.00e-53
SPATA20	ENSG00000006282.19	20.714	47.195	-1.150	8.82e-26
TNFRSF12A	ENSG00000006327.13	63.054	9.315	2.635	4.20e-36
RALA	ENSG00000006451.7	45.984	15.230	1.534	1.78e-71
TTC22	ENSG00000006555.10	8.845	2.430	1.521	1.47e-5
USH1C	ENSG00000006611.15	96.800	5.024	4.021	1.34e-26
GGCT	ENSG00000006625.17	103.914	26.199	1.948	4.08e-71
GTF2IRD1	ENSG00000006704.10	40.065	13.239	1.528	7.88e-36
PNPLA4	ENSG00000006757.11	19.650	6.545	1.453	4.12e-46
PROM1	ENSG00000007062.11	34.598	4.630	2.661	5.35e-15
NOS2	ENSG00000007171.16	5.895	0.595	2.112	1.17e-28
GAS7	ENSG00000007237.18	2.550	15.060	-2.178	1.50e-35
LUC7L	ENSG00000007392.16	27.203	67.120	-1.272	1.64e-25
TEAD3	ENSG00000007866.18	18.865	75.855	-1.952	8.13e-25
NOX1	ENSG00000007952.17	95.038	0.720	5.803	1.10e-42
PLEKHG6	ENSG00000008323.15	33.130	2.420	3.319	4.21e-18
SS18L2	ENSG00000008324.10	31.355	12.505	1.260	9.06e-58
IL32	ENSG00000008517.16	470.059	61.976	2.903	4.12e-42
PKD1	ENSG00000008710.17	20.825	154.583	-2.834	2.72e-50
REV3L	ENSG00000009413.15	3.910	14.740	-1.681	6.80e-43
MASP2	ENSG00000009724.16	0.250	2.125	-1.322	7.96e-49
IYD	ENSG00000009765.14	8.838	0.200	3.035	3.36e-54
VTA1	ENSG00000009844.15	32.825	15.345	1.049	1.91e-36
MLXIPL	ENSG00000009950.15	17.884	6.940	1.250	1.85e-18
ETV7	ENSG00000010030.13	7.390	1.080	2.012	3.19e-74
METTL13	ENSG00000010165.19	26.314	12.310	1.037	1.54e-51
NCAPD2	ENSG00000010292.12	35.510	10.425	1.676	3.65e-65
IFFO1	ENSG00000010295.19	3.015	25.464	-2.721	6.28e-73
NISCH	ENSG00000010322.15	19.725	65.434	-1.681	5.06e-47
