GeneSymbol	GeneID	MedianTumor	MedianNormal	Log2FoldChange	adjp
ENGASE	ENSG00000167280.16	7.350	50.541	-2.626	3.06e-198
ENKD1	ENSG00000124074.11	17.225	40.779	-1.197	1.95e-120
ENO3	ENSG00000108515.17	7.365	23.020	-1.522	1.50e-42
ENOSF1	ENSG00000132199.18	35.001	110.767	-1.634	1.09e-155
ENPEP	ENSG00000138792.9	2.160	5.960	-1.139	8.00e-57
ENPP7P11	ENSG00000250942.1	0.850	4.250	-1.505	1.36e-97
NIPAL3	ENSG00000001461.16	35.205	15.640	1.121	7.96e-96
RAD52	ENSG00000002016.16	6.325	18.621	-1.421	1.22e-120
TFPI	ENSG00000003436.14	4.165	38.369	-2.930	9.75e-249
RBM5	ENSG00000003756.16	59.016	212.983	-1.834	7.44e-164
RBM6	ENSG00000004534.14	38.851	140.838	-1.832	7.08e-167
HSPB6	ENSG00000004776.11	3.825	85.620	-4.166	2.66e-236
SPPL2B	ENSG00000005206.16	18.280	92.027	-2.271	3.43e-199
ITGA3	ENSG00000005884.17	264.256	109.500	1.263	4.29e-62
ITGA2B	ENSG00000005961.17	2.215	8.800	-1.608	3.00e-116
OSBPL7	ENSG00000006025.11	7.495	21.170	-1.384	1.45e-141
TMEM98	ENSG00000006042.11	132.146	47.801	1.448	5.20e-72
YBX2	ENSG00000006047.12	1.130	4.490	-1.366	2.08e-97
TAC1	ENSG00000006128.11	0.020	4.520	-2.436	3.87e-154
SPATA20	ENSG00000006282.19	49.610	101.912	-1.024	4.74e-115
TNFRSF12A	ENSG00000006327.13	223.107	31.291	2.795	1.13e-99
FARP2	ENSG00000006607.13	3.855	10.850	-1.287	9.36e-200
GGCT	ENSG00000006625.17	107.593	29.321	1.841	4.70e-129
IFRD1	ENSG00000006652.13	18.610	42.220	-1.140	1.46e-101
PROM1	ENSG00000007062.11	0.340	2.250	-1.278	1.07e-43
SCN4A	ENSG00000007314.11	2.015	5.100	-1.017	4.14e-40
LUC7L	ENSG00000007392.16	41.760	163.471	-1.943	6.35e-132
SELE	ENSG00000007908.15	1.505	6.310	-1.545	2.91e-51
NADK	ENSG00000008130.15	27.334	60.379	-1.115	1.24e-148
SPAG9	ENSG00000008294.20	21.290	46.339	-1.087	1.99e-94
MMP25	ENSG00000008516.16	0.420	2.110	-1.131	4.14e-145
IL32	ENSG00000008517.16	42.136	91.581	-1.102	5.34e-32
PKD1	ENSG00000008710.17	12.910	64.910	-2.244	1.82e-198
MED24	ENSG00000008838.17	33.371	69.242	-1.031	1.39e-119
TENM1	ENSG00000009694.13	5.620	1.060	1.684	4.57e-81
MASP2	ENSG00000009724.16	0.320	1.870	-1.121	1.07e-150
IYD	ENSG00000009765.14	78.471	279.266	-1.818	1.43e-48
POMT2	ENSG00000009830.11	10.500	33.690	-1.593	4.92e-180
MLXIPL	ENSG00000009950.15	4.155	9.470	-1.022	3.23e-28
IFFO1	ENSG00000010295.19	3.110	15.090	-1.969	1.13e-158
NISCH	ENSG00000010322.15	33.845	87.729	-1.348	1.78e-146
STAB1	ENSG00000010327.10	18.100	69.738	-1.889	6.85e-89
FMO1	ENSG00000010932.15	0.330	2.470	-1.384	1.20e-126
MRC2	ENSG00000011028.13	59.114	11.000	2.325	3.37e-62
PLAUR	ENSG00000011422.11	18.605	8.740	1.009	2.79e-19
TYROBP	ENSG00000011600.11	73.999	28.080	1.367	1.37e-49
SEMA3B	ENSG00000012171.17	10.415	37.579	-1.757	9.03e-98
LTF	ENSG00000012223.12	2.030	10.420	-1.914	8.52e-76
KDM5D	ENSG00000012817.15	0.000	31.530	-5.024	1.26e-37
RGPD5	ENSG00000015568.12	3.385	8.400	-1.100	1.60e-102
IGF1	ENSG00000017427.15	1.300	15.480	-2.841	2.59e-130
SLC38A5	ENSG00000017483.14	72.639	33.700	1.086	5.89e-20
RUFY3	ENSG00000018189.12	33.150	87.311	-1.371	5.98e-134
SLC11A1	ENSG00000018280.16	2.730	9.300	-1.465	1.96e-74
PHLDB1	ENSG00000019144.16	42.136	94.752	-1.150	4.21e-99
MARCO	ENSG00000019169.10	6.010	1.190	1.678	3.33e-32
SNAI2	ENSG00000019549.8	2.420	8.550	-1.482	4.59e-95
HGF	ENSG00000019991.15	0.660	5.270	-1.917	5.26e-185
OSBPL5	ENSG00000021762.19	10.090	23.681	-1.154	4.73e-106
FHL1	ENSG00000022267.16	65.935	244.976	-1.878	7.96e-75
NR1H3	ENSG00000025434.18	17.275	42.440	-1.249	2.97e-135
TYMP	ENSG00000025708.12	20.310	48.200	-1.207	6.37e-44
RTEL1-TNFRSF6B	ENSG00000026036.20	2.020	15.380	-2.439	1.24e-191
LRRC7	ENSG00000033122.18	0.470	4.090	-1.792	3.38e-172
SLC4A7	ENSG00000033867.16	2.040	5.390	-1.072	3.48e-89
TMSB10	ENSG00000034510.5	2963.322	1118.538	1.405	1.34e-84
RNF19A	ENSG00000034677.11	12.525	26.541	-1.026	1.97e-104
MYOC	ENSG00000034971.14	0.090	17.100	-4.054	3.32e-187
TIMP2	ENSG00000035862.12	68.754	143.847	-1.054	8.22e-72
FLT4	ENSG00000037280.15	6.065	37.070	-2.430	2.72e-149
MRI1	ENSG00000037757.13	10.225	33.910	-1.637	6.60e-165
TRIO	ENSG00000038382.17	8.295	25.671	-1.521	7.34e-149
VCAN	ENSG00000038427.15	4.270	9.600	-1.008	2.12e-14
FAM65A	ENSG00000039523.17	22.075	62.660	-1.464	1.81e-184
PHLPP2	ENSG00000040199.18	2.600	6.640	-1.086	9.68e-141
RTN4R	ENSG00000040608.13	9.560	4.090	1.053	1.13e-73
TNC	ENSG00000041982.14	17.360	7.380	1.132	1.77e-10
FAM65C	ENSG00000042062.11	0.530	14.610	-3.351	3.55e-222
PHKA2	ENSG00000044446.11	14.325	39.530	-1.403	2.86e-154
EPHA3	ENSG00000044524.10	1.525	9.370	-2.038	5.06e-187
GPM6B	ENSG00000046653.14	1.335	5.230	-1.416	2.61e-162
PREX2	ENSG00000046889.18	1.200	9.490	-2.253	7.73e-196
YTHDC2	ENSG00000047188.15	5.650	16.429	-1.390	6.61e-158
KIAA0556	ENSG00000047578.12	11.060	31.040	-1.410	3.15e-133
SCML1	ENSG00000047634.14	2.160	9.400	-1.719	6.22e-178
LMO3	ENSG00000048540.14	131.657	60.241	1.115	1.93e-39
NFE2L3	ENSG00000050344.8	14.780	4.660	1.479	1.02e-38
LAMC3	ENSG00000050555.17	0.510	2.060	-1.019	5.17e-55
FAM160A2	ENSG00000051009.10	22.945	65.812	-1.480	4.10e-161
TTC17	ENSG00000052841.14	39.480	82.269	-1.041	5.04e-112
NNAT	ENSG00000053438.8	0.190	1.720	-1.193	2.10e-150
LAMA3	ENSG00000053747.15	0.740	3.670	-1.424	2.07e-70
PLEKHH1	ENSG00000054690.13	26.335	302.795	-3.474	3.65e-210
USP36	ENSG00000055483.19	16.870	38.130	-1.131	2.29e-174
ITIH4	ENSG00000055955.15	1.750	14.830	-2.525	8.83e-175
PHF21B	ENSG00000056487.15	0.410	2.890	-1.464	2.02e-138
TRAF1	ENSG00000056558.10	3.815	9.210	-1.084	3.87e-80
PRDM1	ENSG00000057657.14	22.340	8.000	1.375	2.90e-71
TMCC3	ENSG00000057704.10	13.870	6.040	1.079	9.53e-54
LAMC2	ENSG00000058085.14	45.340	10.830	1.970	3.00e-141
RASGRF1	ENSG00000058335.15	3.285	0.110	1.949	9.02e-95
POLR3E	ENSG00000058600.15	21.715	49.422	-1.150	1.82e-157
FLYWCH1	ENSG00000059122.16	18.120	40.531	-1.119	1.02e-135
UNKL	ENSG00000059145.18	5.695	23.990	-1.900	1.56e-156
TARBP1	ENSG00000059588.9	12.785	33.569	-1.326	8.09e-116
MXD1	ENSG00000059728.10	3.190	7.930	-1.092	1.05e-139
HDAC7	ENSG00000061273.17	41.449	84.202	-1.005	4.32e-95
SFSWAP	ENSG00000061936.9	15.745	38.231	-1.228	2.34e-152
TNK2	ENSG00000061938.16	14.230	29.619	-1.007	1.69e-89
MON2	ENSG00000061987.14	12.430	32.050	-1.299	3.37e-135
SLC6A16	ENSG00000063127.15	0.280	3.200	-1.714	3.82e-222
GLTSCR1	ENSG00000063169.10	4.415	10.030	-1.026	1.72e-144
SPHK2	ENSG00000063176.15	10.255	21.950	-1.028	1.78e-107
WISP2	ENSG00000064205.10	0.630	9.600	-2.701	3.95e-115
NGFR	ENSG00000064300.8	7.515	23.429	-1.521	5.18e-33
LPAR2	ENSG00000064547.13	10.375	22.670	-1.057	1.80e-129
SUGP2	ENSG00000064607.16	29.965	113.393	-1.885	2.50e-201
EYA2	ENSG00000064655.18	7.325	17.610	-1.161	3.96e-64
SBNO2	ENSG00000064932.15	15.710	41.691	-1.353	3.21e-117
ZNF76	ENSG00000065029.14	27.200	86.210	-1.629	4.92e-197
TRAM2	ENSG00000065308.4	6.080	13.880	-1.072	2.92e-93
NTN1	ENSG00000065320.8	0.270	1.670	-1.072	4.21e-128
ERBB3	ENSG00000065361.14	27.170	10.800	1.255	1.34e-24
MYLK	ENSG00000065534.18	9.500	24.620	-1.287	9.30e-82
SEC61A2	ENSG00000065665.20	3.195	8.600	-1.194	8.59e-159
TLE2	ENSG00000065717.14	49.726	111.801	-1.153	8.63e-112
ME1	ENSG00000065833.8	2.230	5.860	-1.087	4.70e-68
MTHFD2	ENSG00000065911.11	8.425	20.500	-1.190	1.14e-44
TIE1	ENSG00000066056.13	12.945	37.501	-1.465	4.93e-107
NGEF	ENSG00000066248.14	17.280	0.620	3.496	6.93e-131
MPPED2	ENSG00000066382.16	2.475	35.009	-3.373	2.61e-144
MTFR1	ENSG00000066855.15	6.880	17.660	-1.244	1.80e-156
STAG3	ENSG00000066923.17	1.330	4.860	-1.331	1.92e-95
TRO	ENSG00000067445.20	5.200	35.140	-2.543	5.92e-163
ZFY	ENSG00000067646.11	0.000	3.860	-2.281	6.93e-32
PDZD4	ENSG00000067840.12	0.765	4.120	-1.536	1.87e-172
HDAC4	ENSG00000068024.16	2.010	6.060	-1.230	7.65e-172
RASSF1	ENSG00000068028.17	13.065	32.239	-1.241	1.27e-173
RASGRP2	ENSG00000068831.18	2.370	13.840	-2.139	1.24e-127
PPP2R5B	ENSG00000068971.13	10.310	22.420	-1.050	8.47e-137
PYGM	ENSG00000068976.13	1.040	5.410	-1.652	6.30e-76
MAOB	ENSG00000069535.13	1.770	5.520	-1.235	5.61e-40
TGFBR3	ENSG00000069702.10	2.890	13.130	-1.861	4.38e-200
RAB27A	ENSG00000069974.15	59.566	17.140	1.739	5.22e-92
FGF10	ENSG00000070193.4	0.020	4.220	-2.355	4.90e-212
GBA2	ENSG00000070610.14	37.826	122.318	-1.667	2.58e-201
OSBPL3	ENSG00000070882.12	9.310	22.650	-1.198	1.99e-95
TRPM5	ENSG00000070985.13	0.100	1.320	-1.077	4.92e-157
TRIB2	ENSG00000071575.11	11.575	26.930	-1.151	7.81e-67
RPS6KA6	ENSG00000072133.10	1.595	5.030	-1.216	2.05e-112
LIMS2	ENSG00000072163.18	15.865	59.399	-1.841	1.71e-119
SPEG	ENSG00000072195.14	3.630	9.070	-1.121	2.52e-61
TRPC5	ENSG00000072315.3	1.100	0.010	1.056	7.21e-65
P4HA2	ENSG00000072682.18	51.785	20.320	1.308	9.78e-77
MRVI1	ENSG00000072952.18	2.030	9.860	-1.842	1.77e-135
PANX2	ENSG00000073150.13	3.370	8.520	-1.123	1.21e-80
SELO	ENSG00000073169.13	15.165	34.341	-1.128	2.18e-129
PDE8A	ENSG00000073417.14	9.365	20.440	-1.049	3.98e-127
GSDMB	ENSG00000073605.18	7.760	22.360	-1.415	1.59e-55
FRY	ENSG00000073910.19	5.795	15.870	-1.312	4.20e-94
TEAD2	ENSG00000074219.13	7.820	18.030	-1.109	7.42e-67
MGLL	ENSG00000074416.13	7.945	17.480	-1.047	5.76e-60
NTN4	ENSG00000074527.11	4.780	13.660	-1.343	6.00e-93
SCARF1	ENSG00000074660.15	9.685	34.929	-1.750	8.13e-133
HACD3	ENSG00000074696.12	69.199	34.099	1.000	1.10e-59
IPCEF1	ENSG00000074706.13	1.345	17.179	-2.955	1.36e-157
ZZEF1	ENSG00000074755.14	7.300	22.031	-1.472	4.96e-167
TUBE1	ENSG00000074935.13	8.080	20.959	-1.274	5.73e-125
WSCD2	ENSG00000075035.9	0.725	23.640	-3.836	2.89e-131
PLD1	ENSG00000075651.15	1.895	4.920	-1.032	1.57e-111
SEC31B	ENSG00000075826.16	1.925	19.191	-2.787	1.19e-195
RGS11	ENSG00000076344.15	1.375	4.870	-1.305	1.87e-68
SPAG5	ENSG00000076382.16	3.530	18.470	-2.104	2.75e-162
RAP1GAP	ENSG00000076864.19	36.091	236.532	-2.679	5.21e-138
RARB	ENSG00000077092.18	2.975	8.680	-1.284	4.17e-93
PPP1R12B	ENSG00000077157.20	4.910	14.480	-1.389	2.53e-144
PAK3	ENSG00000077264.14	0.460	7.070	-2.467	3.96e-222
LRCH4	ENSG00000077454.15	38.766	91.277	-1.214	1.08e-117
FAM76B	ENSG00000077458.12	7.125	25.451	-1.703	4.34e-158
FGFR1	ENSG00000077782.19	13.760	51.388	-1.828	1.20e-123
FBLN1	ENSG00000077942.17	9.355	160.307	-3.961	2.48e-167
ITGA8	ENSG00000077943.7	1.380	5.180	-1.377	4.35e-130
LAMP3	ENSG00000078081.7	4.130	0.920	1.418	3.91e-45
ITM2A	ENSG00000078596.10	34.185	73.338	-1.079	9.70e-61
TP53INP2	ENSG00000078804.12	13.245	34.379	-1.312	2.85e-110
MYH7B	ENSG00000078814.15	0.670	2.820	-1.194	5.18e-149
RUNX1T1	ENSG00000079102.16	0.650	5.030	-1.870	7.11e-243
THOC1	ENSG00000079134.11	14.450	50.691	-1.742	1.70e-183
MKNK1	ENSG00000079277.19	12.395	34.840	-1.420	1.18e-160
TNS1	ENSG00000079308.16	25.255	80.979	-1.643	5.10e-146
REXO1	ENSG00000079313.11	12.555	26.150	-1.002	4.91e-122
PAFAH1B3	ENSG00000079462.7	31.725	11.660	1.370	6.89e-161
EPB41L2	ENSG00000079819.16	11.470	42.679	-1.809	4.08e-179
RABL2B	ENSG00000079974.17	19.550	50.380	-1.322	6.86e-160
SLC4A4	ENSG00000080493.13	1.590	9.340	-1.997	3.22e-66
SRCAP	ENSG00000080603.16	9.705	22.950	-1.162	5.29e-71
MOK	ENSG00000080823.21	9.710	34.659	-1.735	1.01e-196
IGSF9B	ENSG00000080854.14	1.400	7.460	-1.818	1.42e-193
LRP2	ENSG00000081479.12	14.450	37.791	-1.328	8.19e-48
HSPB11	ENSG00000081870.11	29.890	60.858	-1.002	8.30e-82
EPB41L3	ENSG00000082397.15	4.270	11.790	-1.279	3.65e-85
KCNK2	ENSG00000082482.13	0.915	4.340	-1.480	4.49e-55
TRAF5	ENSG00000082512.14	1.605	5.430	-1.304	3.79e-90
MAPRE3	ENSG00000084764.10	12.695	43.290	-1.693	6.00e-157
OVGP1	ENSG00000085465.12	0.450	2.740	-1.367	8.78e-166
MAP3K4	ENSG00000085511.19	8.615	18.880	-1.048	2.45e-163
WNT11	ENSG00000085741.12	0.520	15.760	-3.463	8.03e-223
USP40	ENSG00000085982.13	15.155	42.241	-1.420	2.36e-162
ERO1LB	ENSG00000086619.13	4.785	13.950	-1.370	7.13e-86
SRRT	ENSG00000087087.18	51.186	136.427	-1.397	1.18e-174
PGS1	ENSG00000087157.18	16.955	36.549	-1.064	1.60e-133
UIMC1	ENSG00000087206.16	15.515	33.279	-1.054	7.26e-169
MMP2	ENSG00000087245.12	34.990	107.388	-1.591	3.27e-69
PIR	ENSG00000087842.10	7.215	18.410	-1.240	7.95e-78
SULT2B1	ENSG00000088002.11	5.845	1.840	1.269	6.49e-42
REM1	ENSG00000088320.3	1.030	3.930	-1.280	2.51e-86
PPP1R13B	ENSG00000088808.16	25.580	75.029	-1.516	3.33e-167
SLC4A11	ENSG00000088836.12	13.220	56.842	-2.024	1.04e-87
KIZ	ENSG00000088970.15	12.235	29.510	-1.205	3.58e-136
TESC	ENSG00000088992.17	91.610	13.920	2.634	3.51e-101
FXYD5	ENSG00000089327.14	166.035	62.582	1.393	5.05e-74
ZNF302	ENSG00000089335.20	15.165	34.621	-1.140	7.76e-137
RBM41	ENSG00000089682.16	4.265	9.670	-1.019	4.12e-130
PCBP4	ENSG00000090097.20	17.210	40.190	-1.178	2.75e-97
ICAM1	ENSG00000090339.8	54.464	23.620	1.172	2.26e-20
IRAK3	ENSG00000090376.8	0.780	4.910	-1.731	1.99e-180
LYZ	ENSG00000090382.6	54.879	11.890	2.116	3.91e-40
PDPR	ENSG00000090857.13	6.650	15.840	-1.138	7.83e-100
TNRC6A	ENSG00000090905.17	9.340	32.549	-1.698	3.18e-155
PITPNM2	ENSG00000090975.12	1.660	7.980	-1.755	3.16e-217
NRCAM	ENSG00000091129.19	19.660	3.630	2.158	3.22e-149
SLC26A4	ENSG00000091137.11	22.545	86.061	-1.887	2.18e-52
SEL1L3	ENSG00000091490.10	47.269	12.800	1.806	9.70e-61
TBL1Y	ENSG00000092377.13	0.000	1.530	-1.339	3.06e-51
SEMA6A	ENSG00000092421.16	2.280	11.760	-1.960	1.22e-200
TYRO3	ENSG00000092445.11	6.890	2.560	1.148	1.02e-80
XXbac-B461K10.4	ENSG00000093100.13	3.825	14.440	-1.678	1.36e-164
HDAC6	ENSG00000094631.18	28.764	81.860	-1.477	8.34e-189
FMO2	ENSG00000094963.13	0.525	10.820	-2.954	1.76e-223
HOOK2	ENSG00000095066.11	37.489	174.139	-2.186	2.71e-192
SH2D3C	ENSG00000095370.19	10.305	25.580	-1.233	1.68e-76
TBC1D2	ENSG00000095383.19	36.506	9.160	1.884	3.14e-120
SORBS1	ENSG00000095637.20	1.825	12.370	-2.243	3.65e-176
TREM2	ENSG00000095970.16	10.410	0.970	2.534	3.38e-123
FKBP5	ENSG00000096060.14	20.604	88.849	-2.056	3.03e-71
HSD17B7P2	ENSG00000099251.14	2.035	6.700	-1.343	1.01e-140
MZF1	ENSG00000099326.8	13.665	60.719	-2.073	1.25e-184
PRKY	ENSG00000099725.14	0.000	2.810	-1.930	1.26e-65
MISP	ENSG00000099812.8	2.175	0.170	1.440	2.11e-79
IZUMO4	ENSG00000099840.13	1.635	11.170	-2.207	2.59e-168
GADD45B	ENSG00000099860.8	62.435	219.731	-1.799	1.39e-80
TRMT2A	ENSG00000099899.14	32.941	71.848	-1.102	8.90e-122
ZDHHC8	ENSG00000099904.15	19.191	49.679	-1.328	3.19e-137
LZTR1	ENSG00000099949.18	16.300	67.592	-1.987	2.44e-204
MMP11	ENSG00000099953.9	4.360	1.410	1.153	1.55e-47
PRODH	ENSG00000100033.16	7.060	16.030	-1.079	2.12e-30
TOP3B	ENSG00000100038.19	5.665	21.060	-1.727	5.08e-196
MFNG	ENSG00000100060.17	5.405	12.390	-1.064	1.77e-76
GGA1	ENSG00000100083.18	33.600	69.569	-1.028	3.09e-129
PICK1	ENSG00000100151.15	18.985	41.409	-1.085	2.59e-154
KDELR3	ENSG00000100196.10	17.960	6.490	1.340	7.21e-84
TIMP3	ENSG00000100234.11	133.296	349.657	-1.385	1.87e-71
PPP6R2	ENSG00000100239.15	27.825	69.271	-1.286	2.58e-177
SBF1	ENSG00000100241.20	39.976	115.239	-1.504	3.42e-170
SUN2	ENSG00000100242.15	35.689	84.571	-1.222	2.14e-124
MIOX	ENSG00000100253.12	2.015	9.000	-1.730	3.65e-59
LMF2	ENSG00000100258.17	39.984	90.183	-1.154	4.15e-158
RASL10A	ENSG00000100276.9	0.340	2.230	-1.269	3.01e-154
RASD2	ENSG00000100302.6	6.655	1.200	1.799	2.58e-101
SYNGR1	ENSG00000100321.14	5.325	14.590	-1.302	3.63e-93
SGSM3	ENSG00000100359.20	33.386	122.768	-1.848	4.47e-228
UPK3A	ENSG00000100373.9	0.170	1.740	-1.228	3.65e-67
FAM118A	ENSG00000100376.11	5.995	25.980	-1.948	4.46e-120
TRMU	ENSG00000100416.12	12.455	43.030	-1.710	2.73e-181
HDAC10	ENSG00000100429.17	12.940	48.860	-1.839	2.25e-188
SDR39U1	ENSG00000100445.16	51.214	114.602	-1.147	3.49e-152
SRSF5	ENSG00000100650.15	217.300	607.608	-1.479	1.68e-150
TELO2	ENSG00000100726.14	20.505	43.730	-1.057	3.04e-87
PABPN1	ENSG00000100836.10	98.981	201.564	-1.019	2.88e-124
REC8	ENSG00000100918.12	5.225	13.090	-1.179	8.86e-52
PNN	ENSG00000100941.8	29.195	92.937	-1.637	1.10e-180
NFATC4	ENSG00000100968.13	34.424	92.487	-1.400	2.65e-66
MMP9	ENSG00000100985.7	10.399	1.420	2.236	1.60e-53
NINL	ENSG00000101004.14	6.950	20.589	-1.441	3.53e-169
RIMS4	ENSG00000101098.12	1.175	4.820	-1.420	1.06e-61
PABPC1L	ENSG00000101104.12	15.875	93.202	-2.481	9.87e-127
SALL4	ENSG00000101115.12	0.705	7.570	-2.330	1.51e-177
SLCO4A1	ENSG00000101187.15	2.680	13.180	-1.946	1.01e-64
NKAIN4	ENSG00000101198.14	3.510	1.140	1.076	5.59e-40
ISM1	ENSG00000101230.5	11.705	44.690	-1.846	6.31e-74
RSPO4	ENSG00000101282.8	7.080	2.650	1.146	1.69e-18
SAMHD1	ENSG00000101347.8	13.430	28.271	-1.020	1.52e-51
JAG1	ENSG00000101384.11	14.360	31.029	-1.060	5.87e-64
SNTA1	ENSG00000101400.5	42.476	93.441	-1.119	1.84e-62
MAP1LC3A	ENSG00000101460.12	25.389	98.298	-1.912	2.15e-165
SYNDIG1	ENSG00000101463.5	1.045	5.740	-1.721	5.28e-98
MYOM1	ENSG00000101605.12	1.230	3.740	-1.088	4.55e-105
LIPG	ENSG00000101670.11	79.148	200.686	-1.331	1.92e-41
NOL4	ENSG00000101746.15	0.130	2.000	-1.409	2.67e-133
POLI	ENSG00000101751.10	10.535	47.359	-2.068	7.38e-209
MID1	ENSG00000101871.14	1.690	5.530	-1.279	3.50e-138
SRPX	ENSG00000101955.14	3.765	59.908	-3.676	2.57e-225
SYP	ENSG00000102003.10	0.740	2.660	-1.073	3.36e-196
SLC25A14	ENSG00000102078.15	7.165	19.180	-1.305	5.98e-186
SCML2	ENSG00000102098.17	0.675	2.370	-1.009	2.42e-131
PCSK1N	ENSG00000102109.8	11.325	1.130	2.533	8.62e-59
TAZ	ENSG00000102125.15	18.350	75.861	-1.990	1.97e-166
TIMP1	ENSG00000102265.11	1006.721	266.537	1.913	2.10e-32
GABRE	ENSG00000102287.16	3.620	33.219	-2.889	2.45e-132
KLF8	ENSG00000102349.14	3.570	8.360	-1.034	1.43e-76
SRPX2	ENSG00000102359.5	0.890	4.540	-1.551	6.03e-52
SYTL4	ENSG00000102362.15	5.865	18.699	-1.521	4.56e-138
MEDAG	ENSG00000102802.9	6.750	19.211	-1.383	5.56e-51
TSC22D1	ENSG00000102804.14	229.650	87.790	1.377	1.30e-55
HSF4	ENSG00000102878.15	11.180	81.069	-2.752	2.01e-142
GDPD3	ENSG00000102886.14	1.385	8.340	-1.969	5.11e-144
TSNAXIP1	ENSG00000102904.14	0.310	2.530	-1.430	1.33e-183
NFAT5	ENSG00000102908.20	5.860	13.460	-1.076	4.13e-75
ZNF423	ENSG00000102935.11	1.775	4.620	-1.018	4.74e-96
NDRG4	ENSG00000103034.14	1.925	6.330	-1.325	8.06e-126
SETD6	ENSG00000103037.11	9.580	31.089	-1.601	3.25e-181
SMPD3	ENSG00000103056.11	0.370	2.380	-1.303	8.46e-171
SLC7A6	ENSG00000103064.13	3.590	33.511	-2.910	1.89e-228
ESRP2	ENSG00000103067.11	16.955	48.600	-1.466	4.67e-103
WDR59	ENSG00000103091.14	24.130	75.971	-1.615	1.50e-174
TAF1C	ENSG00000103168.16	14.030	80.929	-2.447	2.06e-211
TSC2	ENSG00000103197.16	45.035	115.880	-1.344	1.34e-148
FOXF1	ENSG00000103241.6	0.805	4.190	-1.524	4.14e-128
RRN3P2	ENSG00000103472.9	0.510	2.480	-1.205	1.87e-156
RASL12	ENSG00000103710.10	2.780	7.570	-1.181	1.80e-72
OCA2	ENSG00000104044.15	0.360	4.660	-2.057	6.83e-129
FAM189A1	ENSG00000104059.4	0.530	3.440	-1.537	2.03e-87
SFRP1	ENSG00000104332.11	1.070	5.060	-1.550	1.08e-28
IKBKB	ENSG00000104365.13	19.165	59.301	-1.580	1.39e-199
NDRG1	ENSG00000104419.14	57.154	138.918	-1.267	5.86e-155
SH2D4A	ENSG00000104611.11	25.155	10.520	1.183	1.11e-85
SLC39A14	ENSG00000104635.13	27.860	70.418	-1.307	1.38e-78
ERICH1	ENSG00000104714.13	10.805	24.160	-1.092	1.65e-172
TUSC3	ENSG00000104723.20	57.424	7.010	2.867	4.79e-139
KCNN4	ENSG00000104783.11	28.529	1.740	3.430	1.03e-74
SNRNP70	ENSG00000104852.14	114.479	432.902	-1.910	9.50e-164
PLEKHJ1	ENSG00000104886.9	37.370	87.529	-1.206	7.44e-108
SLC17A7	ENSG00000104888.9	0.200	2.250	-1.437	1.72e-235
TRMT1	ENSG00000104907.12	16.355	35.981	-1.091	5.40e-122
IL4I1	ENSG00000104951.15	1.895	0.350	1.101	6.73e-51
NOVA2	ENSG00000104967.6	1.565	4.550	-1.114	5.08e-78
OLFM2	ENSG00000105088.8	5.730	16.000	-1.337	5.49e-48
RASAL3	ENSG00000105122.12	2.725	6.850	-1.075	4.33e-52
SYDE1	ENSG00000105137.12	3.770	13.280	-1.582	1.97e-151
PRX	ENSG00000105227.14	4.935	11.180	-1.037	1.32e-86
NUMBL	ENSG00000105245.9	6.800	30.260	-2.003	1.65e-143
ICAM4	ENSG00000105371.8	4.410	0.310	2.046	9.66e-106
ICAM5	ENSG00000105376.4	6.845	1.430	1.691	5.82e-45
TYK2	ENSG00000105397.13	48.691	133.981	-1.442	2.21e-135
MEIS3	ENSG00000105419.17	1.910	6.830	-1.428	5.02e-92
PTPRS	ENSG00000105426.14	16.505	39.791	-1.220	5.46e-103
LPPR2	ENSG00000105520.10	12.210	29.780	-1.220	1.20e-75
RASIP1	ENSG00000105538.8	6.865	18.260	-1.292	3.35e-85
LILRB5	ENSG00000105609.16	0.460	2.300	-1.177	1.87e-85
SLC5A5	ENSG00000105641.3	0.090	2.610	-1.728	1.09e-46
PDE4C	ENSG00000105650.21	11.900	2.170	2.025	1.84e-87
LSR	ENSG00000105699.16	109.838	41.291	1.390	2.08e-149
HPN	ENSG00000105707.13	72.579	25.679	1.464	2.76e-35
PBX4	ENSG00000105717.13	3.705	60.732	-3.714	4.26e-268
ETHE1	ENSG00000105755.7	74.975	30.290	1.280	5.95e-48
PTN	ENSG00000105894.11	3.830	15.190	-1.745	1.88e-111
MET	ENSG00000105976.14	82.997	9.330	3.024	2.86e-148
HOXA3	ENSG00000105997.22	0.275	2.160	-1.309	1.79e-175
GRB10	ENSG00000106070.17	15.485	38.149	-1.248	3.53e-57
STX1A	ENSG00000106089.11	2.365	6.960	-1.242	1.71e-143
NSUN5P2	ENSG00000106133.17	12.960	47.251	-1.789	3.58e-114
PCOLCE	ENSG00000106333.12	24.944	91.372	-1.832	1.60e-101
RBM28	ENSG00000106344.8	10.750	22.511	-1.001	6.31e-131
SERPINE1	ENSG00000106366.8	9.020	19.050	-1.001	2.40e-16
ZNF862	ENSG00000106479.10	5.920	20.659	-1.646	4.80e-184
SFRP4	ENSG00000106483.11	3.890	11.190	-1.318	7.34e-18
MEOX2	ENSG00000106511.5	1.150	6.690	-1.839	2.93e-161
RARRES2	ENSG00000106538.9	36.760	78.531	-1.075	1.16e-51
GLI3	ENSG00000106571.12	1.940	6.150	-1.282	3.56e-142
SLC1A1	ENSG00000106688.11	7.150	18.310	-1.244	5.39e-59
