GeneSymbol	GeneID	MedianTumor	MedianNormal	Log2FoldChange	adjp
DES	ENSG00000175084.11	0.530	12.150	-3.103	3.91e-113
DGAT2	ENSG00000062282.14	13.080	75.761	-2.447	2.74e-59
DHCR24	ENSG00000116133.11	214.955	68.010	1.646	6.91e-42
DHCR7	ENSG00000172893.15	38.419	15.410	1.264	8.79e-51
DHFRP1	ENSG00000188985.6	7.560	3.070	1.073	1.74e-12
DHRS2	ENSG00000100867.14	5.950	2.220	1.110	4.34e-11
DHRS3	ENSG00000162496.8	33.079	99.739	-1.564	1.91e-88
DHTKD1	ENSG00000181192.11	17.349	7.860	1.050	1.37e-56
DIAPH3	ENSG00000139734.17	2.310	0.220	1.440	1.39e-87
DIO2	ENSG00000211448.11	4.900	1.340	1.334	2.71e-18
DIO3OS	ENSG00000258498.6	0.660	18.740	-3.572	4.10e-179
DIRAS3	ENSG00000162595.4	0.990	3.320	-1.118	1.99e-24
DLC1	ENSG00000164741.14	7.340	32.139	-1.990	9.67e-100
DLG3	ENSG00000082458.11	29.650	10.380	1.429	9.80e-87
DLGAP5	ENSG00000126787.12	6.210	0.230	2.551	6.31e-164
DLK1	ENSG00000185559.13	0.020	2.140	-1.622	1.05e-33
DLK2	ENSG00000171462.14	0.590	3.760	-1.582	1.53e-115
DLL1	ENSG00000198719.8	2.010	9.960	-1.864	9.15e-89
DLL4	ENSG00000128917.6	4.760	12.810	-1.262	1.29e-71
DMD	ENSG00000198947.14	2.150	15.790	-2.414	7.67e-173
DMGDH	ENSG00000132837.14	0.630	2.530	-1.115	1.18e-146
DMPK	ENSG00000104936.17	15.770	38.810	-1.247	5.69e-17
DMRT2	ENSG00000173253.14	0.370	3.990	-1.865	9.85e-146
DMTF1	ENSG00000135164.18	24.271	50.198	-1.019	3.11e-41
DMTN	ENSG00000158856.17	10.050	21.780	-1.044	1.66e-45
DNAAF3	ENSG00000167646.13	4.490	0.970	1.479	5.08e-45
DNAH1	ENSG00000114841.17	1.430	5.920	-1.510	6.21e-120
DNAH14	ENSG00000185842.14	10.160	3.650	1.263	2.51e-104
DNAJA1	ENSG00000086061.15	127.150	61.631	1.033	3.46e-65
DNAJC1	ENSG00000136770.10	41.240	18.410	1.122	1.75e-58
DNAJC12	ENSG00000108176.14	29.699	7.650	1.827	2.46e-22
DNAJC19P9	ENSG00000258608.1	3.110	0.770	1.215	8.27e-33
DNAJC22	ENSG00000178401.14	4.790	0.830	1.662	4.02e-37
DNALI1	ENSG00000163879.10	32.540	11.950	1.373	2.02e-5
DNASE1L3	ENSG00000163687.13	0.780	7.030	-2.173	9.94e-161
DNASE2	ENSG00000105612.8	63.140	27.729	1.159	1.18e-115
DNHD1	ENSG00000179532.12	1.910	8.020	-1.632	1.34e-79
DNM1	ENSG00000106976.18	5.760	15.020	-1.245	6.73e-49
DOC2B	ENSG00000272636.3	1.660	9.420	-1.970	1.08e-82
DOCK11	ENSG00000147251.15	5.500	20.240	-1.708	8.20e-99
DOCK6	ENSG00000130158.13	13.460	38.481	-1.449	8.33e-91
DOK7	ENSG00000175920.15	2.400	0.470	1.210	5.23e-25
DOPEY2	ENSG00000142197.12	13.820	3.730	1.648	1.15e-67
DPCD	ENSG00000166171.12	33.070	14.940	1.096	2.92e-77
DPP3	ENSG00000254986.7	41.351	14.680	1.433	3.20e-138
DPP4	ENSG00000197635.9	2.660	6.800	-1.092	7.38e-50
DPT	ENSG00000143196.4	17.060	190.916	-3.410	3.36e-121
DPY19L2	ENSG00000177990.11	0.630	7.060	-2.306	2.47e-129
DPYD	ENSG00000188641.12	7.120	15.600	-1.032	4.03e-55
DPYSL2	ENSG00000092964.16	21.510	52.081	-1.238	6.97e-90
DRAIC	ENSG00000245750.7	3.310	1.120	1.024	5.95e-14
DRD2	ENSG00000149295.13	0.190	1.610	-1.133	1.39e-65
DSC3	ENSG00000134762.16	1.130	3.660	-1.129	1.68e-23
DSG3	ENSG00000134757.4	0.680	2.980	-1.244	3.51e-20
DSN1	ENSG00000149636.15	15.600	7.010	1.051	8.90e-83
DSP	ENSG00000096696.13	95.457	26.051	1.834	1.74e-27
DST	ENSG00000151914.17	40.299	168.837	-2.040	9.81e-152
DTL	ENSG00000143476.17	9.500	0.660	2.661	6.66e-163
DTX1	ENSG00000135144.7	2.360	13.770	-2.136	4.67e-144
DTX3L	ENSG00000163840.9	23.300	9.440	1.219	2.70e-54
DUSP1	ENSG00000120129.5	67.442	422.350	-2.629	3.99e-107
DUSP6	ENSG00000139318.7	29.449	61.209	-1.031	1.03e-48
DYNLT1	ENSG00000146425.10	186.224	90.540	1.032	3.52e-93
DZIP1L	ENSG00000158163.14	1.560	5.490	-1.342	3.10e-103
E2F1	ENSG00000101412.12	9.090	1.440	2.048	9.15e-130
E2F2	ENSG00000007968.6	1.790	0.190	1.229	2.38e-86
E2F5	ENSG00000133740.10	10.460	4.180	1.146	2.23e-53
E2F8	ENSG00000129173.12	1.850	0.120	1.347	2.71e-86
EBF1	ENSG00000164330.16	2.410	19.440	-2.584	2.31e-214
EBF2	ENSG00000221818.8	0.710	5.570	-1.942	1.47e-172
EBF3	ENSG00000108001.13	0.990	9.660	-2.421	7.28e-209
EBP	ENSG00000147155.10	60.291	27.580	1.101	1.20e-98
ECE2	ENSG00000145194.17	7.600	2.280	1.391	3.71e-116
ECHDC2	ENSG00000121310.16	50.822	167.335	-1.700	1.78e-83
ECHDC3	ENSG00000134463.14	14.420	30.479	-1.030	2.33e-66
ECM2	ENSG00000106823.12	7.500	26.230	-1.680	1.02e-80
ECT2	ENSG00000114346.13	19.320	4.660	1.844	8.16e-123
EDN1	ENSG00000078401.6	4.430	17.421	-1.762	3.30e-71
EDN2	ENSG00000127129.9	4.070	1.130	1.251	1.39e-17
EDN3	ENSG00000124205.15	0.090	1.980	-1.451	7.46e-87
EDNRB	ENSG00000136160.14	2.540	22.110	-2.707	6.80e-190
EEF1A1P12	ENSG00000214199.3	3.510	0.390	1.698	7.12e-14
EEF1A1P9	ENSG00000249264.1	2.200	0.360	1.234	7.87e-8
EEF1A2	ENSG00000101210.10	31.280	2.840	3.071	8.27e-42
EEPD1	ENSG00000122547.10	7.990	25.351	-1.551	4.63e-116
EFCAB1	ENSG00000034239.10	0.280	2.870	-1.596	2.96e-99
EFCAB11	ENSG00000140025.15	13.920	5.730	1.149	2.92e-51
EFCAB13	ENSG00000178852.15	1.170	3.650	-1.100	1.36e-65
EFEMP1	ENSG00000115380.18	36.400	149.571	-2.009	8.62e-76
EFHD1	ENSG00000115468.11	229.602	110.101	1.054	1.62e-10
EFNA3	ENSG00000143590.13	14.030	4.240	1.520	6.19e-57
EFNA4	ENSG00000243364.7	25.539	9.720	1.308	1.36e-57
EFNB1	ENSG00000090776.5	8.770	23.321	-1.316	1.39e-88
EGFL7	ENSG00000172889.15	20.240	121.793	-2.531	1.31e-71
EGFL8	ENSG00000241404.6	5.460	21.151	-1.778	3.03e-73
EGFLAM	ENSG00000164318.17	5.540	30.870	-2.285	4.80e-165
EGFR	ENSG00000146648.15	3.030	25.090	-2.695	6.64e-132
EGLN3	ENSG00000129521.13	18.989	8.470	1.078	9.69e-20
EGR1	ENSG00000120738.7	52.182	164.722	-1.640	2.64e-53
EGR3	ENSG00000179388.8	4.150	9.890	-1.080	5.41e-31
EHBP1L1	ENSG00000173442.11	16.670	35.170	-1.033	4.35e-28
EHD2	ENSG00000024422.11	31.051	114.411	-1.848	1.09e-109
EIF1AXP1	ENSG00000236698.1	12.360	3.740	1.495	1.03e-18
EIF2AK1	ENSG00000086232.12	91.810	34.731	1.377	1.36e-123
EIF5AP4	ENSG00000234743.1	10.160	0.480	2.915	5.29e-90
ELANE	ENSG00000197561.6	0.050	1.540	-1.274	1.33e-157
ELF5	ENSG00000135374.9	2.990	16.870	-2.163	1.61e-32
ELL3	ENSG00000128886.11	13.370	4.830	1.301	4.59e-51
ELMOD3	ENSG00000115459.17	15.040	40.251	-1.363	7.69e-139
ELN	ENSG00000049540.16	26.670	74.150	-1.441	2.56e-15
ELOVL2	ENSG00000197977.3	4.350	1.120	1.335	1.73e-12
ELOVL6	ENSG00000170522.9	7.910	3.050	1.138	4.24e-17
EMCN	ENSG00000164035.9	7.620	32.070	-1.940	1.37e-99
EME1	ENSG00000154920.14	2.900	0.910	1.030	7.65e-70
EMILIN2	ENSG00000132205.10	5.950	14.890	-1.193	1.57e-62
EML3	ENSG00000149499.11	23.659	67.451	-1.473	3.15e-74
EMP1	ENSG00000134531.9	73.008	195.144	-1.406	6.29e-61
EMX2	ENSG00000170370.11	0.640	2.470	-1.081	2.49e-67
EMX2OS	ENSG00000229847.8	0.420	2.680	-1.374	2.85e-133
ENAH	ENSG00000154380.16	86.258	31.299	1.434	2.34e-36
ENC1	ENSG00000171617.13	16.560	6.120	1.302	1.39e-41
ENG	ENSG00000106991.13	55.560	113.134	-1.013	4.33e-50
ENGASE	ENSG00000167280.16	7.480	28.111	-1.779	1.69e-48
ENPP2	ENSG00000136960.12	10.060	82.951	-2.924	3.53e-159
ENPP5	ENSG00000112796.9	14.470	4.750	1.428	3.28e-20
ENSA	ENSG00000143420.17	252.737	118.890	1.082	1.66e-97
TNMD	ENSG00000000005.5	0.200	11.010	-3.323	9.15e-223
FGR	ENSG00000000938.12	4.180	11.770	-1.302	2.88e-40
KLHL13	ENSG00000003096.13	1.760	6.940	-1.524	4.06e-81
TFPI	ENSG00000003436.14	7.160	45.169	-2.500	3.12e-122
RBM5	ENSG00000003756.16	51.828	125.018	-1.254	2.09e-64
FKBP4	ENSG00000004478.7	142.270	40.720	1.780	1.04e-101
RBM6	ENSG00000004534.14	34.501	75.861	-1.114	5.29e-63
HSPB6	ENSG00000004776.11	6.520	298.274	-5.315	1.23e-222
PDK4	ENSG00000004799.7	8.760	221.843	-4.513	6.69e-170
ZMYND10	ENSG00000004838.13	11.830	1.410	2.412	3.17e-55
MEOX1	ENSG00000005102.12	1.420	18.430	-3.005	6.25e-144
PRKAR2B	ENSG00000005249.12	15.160	35.829	-1.188	1.17e-42
SOX8	ENSG00000005513.9	0.250	1.740	-1.132	2.28e-21
ITGAL	ENSG00000005844.17	8.360	3.610	1.022	1.67e-19
TMEM132A	ENSG00000006118.14	41.360	8.150	2.211	1.60e-109
TAC1	ENSG00000006128.11	0.180	1.660	-1.173	1.47e-58
TNFRSF12A	ENSG00000006327.13	57.992	22.330	1.338	1.15e-38
GGCT	ENSG00000006625.17	121.591	47.910	1.326	2.17e-93
IFRD1	ENSG00000006652.13	17.070	39.609	-1.168	2.46e-58
GTF2IRD1	ENSG00000006704.10	22.360	9.930	1.096	5.08e-95
PROM1	ENSG00000007062.11	5.360	20.970	-1.788	9.86e-12
SLC13A2	ENSG00000007216.14	0.530	2.940	-1.365	2.00e-42
SCN4A	ENSG00000007314.11	0.240	5.960	-2.489	9.73e-202
FMO3	ENSG00000007933.12	1.290	4.630	-1.298	1.22e-34
PKD1	ENSG00000008710.17	20.770	60.981	-1.509	4.73e-61
MAPK8IP2	ENSG00000008735.13	7.250	1.710	1.606	1.05e-51
REV3L	ENSG00000009413.15	5.670	14.610	-1.227	1.88e-102
MLXIPL	ENSG00000009950.15	0.620	22.520	-3.860	3.75e-196
ETV7	ENSG00000010030.13	3.590	1.020	1.184	8.67e-44
IFFO1	ENSG00000010295.19	4.900	18.120	-1.696	2.51e-68
GIPR	ENSG00000010310.8	1.000	4.320	-1.411	1.20e-30
SEMA3G	ENSG00000010319.6	5.060	43.940	-2.891	8.95e-157
NISCH	ENSG00000010322.15	27.131	61.069	-1.142	2.55e-75
STAB1	ENSG00000010327.10	22.479	76.542	-1.724	1.54e-77
FYN	ENSG00000010810.17	18.860	53.981	-1.469	4.18e-67
NME2	ENSG00000011052.21	27.789	9.490	1.456	3.99e-63
SYT7	ENSG00000011347.9	22.790	9.890	1.127	8.06e-28
PLAUR	ENSG00000011422.11	31.550	11.060	1.432	2.24e-63
LTF	ENSG00000012223.12	65.880	150.810	-1.183	9.15e-9
GPRC5A	ENSG00000013588.5	86.707	8.670	3.181	6.60e-85
MAMLD1	ENSG00000013619.13	1.370	4.440	-1.199	8.09e-50
TACC3	ENSG00000013810.18	22.490	5.210	1.919	2.29e-151
RGPD5	ENSG00000015568.12	2.280	6.240	-1.142	6.62e-53
IGF1	ENSG00000017427.15	3.210	27.149	-2.741	5.79e-118
VSIG2	ENSG00000019102.11	1.100	6.320	-1.802	1.80e-31
PHLDB1	ENSG00000019144.16	38.580	127.379	-1.698	9.49e-124
MARCO	ENSG00000019169.10	1.110	5.840	-1.697	9.24e-29
SYT13	ENSG00000019505.7	2.800	0.070	1.828	8.76e-35
SAMD4A	ENSG00000020577.13	3.100	11.070	-1.558	1.70e-102
FHL1	ENSG00000022267.16	13.920	323.360	-4.442	1.20e-212
NLRP2	ENSG00000022556.15	6.430	2.250	1.193	4.16e-4
HSD17B6	ENSG00000025423.11	4.520	0.560	1.823	5.07e-135
NR1H3	ENSG00000025434.18	28.580	67.321	-1.208	1.05e-79
VIM	ENSG00000026025.13	696.026	2024.008	-1.539	6.77e-83
RTEL1-TNFRSF6B	ENSG00000026036.20	1.460	6.140	-1.537	6.07e-32
RNASET2	ENSG00000026297.15	98.291	43.200	1.168	5.09e-58
TNFRSF1B	ENSG00000028137.16	11.200	31.280	-1.404	2.99e-54
SLC39A9	ENSG00000029364.11	43.919	17.450	1.284	3.65e-47
IBSP	ENSG00000029559.6	1.050	0.000	1.036	1.47e-52
HMGB3	ENSG00000029993.14	57.019	9.470	2.470	6.65e-126
FUT8	ENSG00000033170.16	36.201	12.960	1.414	5.60e-35
MYOC	ENSG00000034971.14	0.020	4.740	-2.492	3.18e-168
MYOM2	ENSG00000036448.9	1.290	6.060	-1.624	3.32e-88
TUBG2	ENSG00000037042.8	11.890	24.989	-1.012	3.49e-59
RPL26L1	ENSG00000037241.7	56.379	24.309	1.181	8.53e-144
FLT4	ENSG00000037280.15	2.800	12.970	-1.878	1.17e-137
TLL1	ENSG00000038295.7	0.640	2.430	-1.064	4.45e-64
VCAN	ENSG00000038427.15	74.899	25.810	1.501	1.11e-33
MSR1	ENSG00000038945.14	17.200	6.090	1.360	5.21e-36
RAB27B	ENSG00000041353.9	10.240	2.810	1.561	5.63e-22
FAM65C	ENSG00000042062.11	1.330	12.090	-2.490	5.73e-62
GPM6B	ENSG00000046653.14	3.200	12.520	-1.687	7.68e-75
PREX2	ENSG00000046889.18	0.900	5.580	-1.792	2.51e-160
SCML1	ENSG00000047634.14	2.860	10.310	-1.551	8.54e-62
LMO3	ENSG00000048540.14	1.140	7.050	-1.911	5.93e-51
EPN3	ENSG00000049283.17	21.550	4.250	2.103	2.62e-92
FOXP3	ENSG00000049768.14	2.550	0.430	1.312	2.86e-77
SLC4A8	ENSG00000050438.16	3.880	1.290	1.092	2.77e-22
LAMC3	ENSG00000050555.17	0.820	2.970	-1.125	3.95e-46
PTGER3	ENSG00000050628.20	6.720	19.030	-1.375	3.98e-31
RAD51	ENSG00000051180.16	7.780	0.870	2.231	6.27e-152
THOC3	ENSG00000051596.9	45.790	17.120	1.369	5.02e-89
PRSS8	ENSG00000052344.15	148.992	30.849	2.236	9.71e-79
FOXN3	ENSG00000053254.15	9.910	23.720	-1.180	3.37e-76
NNAT	ENSG00000053438.8	0.660	11.160	-2.873	3.89e-136
NRIP2	ENSG00000053702.14	1.460	3.960	-1.012	1.26e-90
LAMA3	ENSG00000053747.15	9.060	35.921	-1.876	1.36e-57
OPN3	ENSG00000054277.12	15.340	5.560	1.317	3.03e-38
FOXC1	ENSG00000054598.6	2.170	8.560	-1.593	6.92e-29
MCOLN3	ENSG00000055732.12	1.060	5.230	-1.597	1.59e-44
ITIH4	ENSG00000055955.15	1.680	5.340	-1.242	2.01e-42
GYG2	ENSG00000056998.18	4.610	32.260	-2.568	7.52e-118
F7	ENSG00000057593.13	1.870	0.330	1.110	2.23e-25
TMCC3	ENSG00000057704.10	2.280	5.810	-1.054	9.27e-56
NDC1	ENSG00000058804.11	11.950	4.800	1.159	4.94e-53
SLC2A3	ENSG00000059804.15	9.820	30.431	-1.538	1.86e-49
YBX3	ENSG00000060138.12	121.229	290.802	-1.255	1.86e-61
HDAC7	ENSG00000061273.17	32.039	67.578	-1.054	5.25e-48
MRPS35	ENSG00000061794.12	56.001	25.729	1.093	9.64e-68
SLC6A16	ENSG00000063127.15	0.490	2.490	-1.228	3.25e-89
SPA17	ENSG00000064199.6	12.820	4.620	1.298	1.31e-37
WISP2	ENSG00000064205.10	13.100	71.550	-2.363	3.31e-47
NGFR	ENSG00000064300.8	2.790	21.670	-2.581	7.88e-98
SNCAIP	ENSG00000064692.18	1.210	3.470	-1.016	2.42e-50
MCM10	ENSG00000065328.16	2.950	0.590	1.313	6.01e-68
ERBB3	ENSG00000065361.14	115.567	37.439	1.601	9.10e-66
ROPN1	ENSG00000065371.17	0.180	2.660	-1.633	6.13e-31
MYLK	ENSG00000065534.18	28.590	120.383	-2.036	4.95e-88
TMEM206	ENSG00000065600.12	8.920	3.210	1.237	2.59e-117
GSTO2	ENSG00000065621.14	23.309	10.870	1.034	8.96e-16
TLE2	ENSG00000065717.14	15.850	37.170	-1.180	1.41e-50
TIE1	ENSG00000066056.13	8.630	34.820	-1.895	3.58e-109
MPPED2	ENSG00000066382.16	1.250	3.720	-1.069	1.44e-33
KIF26A	ENSG00000066735.14	0.670	3.090	-1.292	2.57e-97
KLF6	ENSG00000067082.14	46.691	128.123	-1.437	4.04e-77
PPAP2A	ENSG00000067113.16	30.030	112.742	-1.874	1.21e-157
PKM	ENSG00000067225.17	601.032	270.052	1.151	6.77e-89
TRO	ENSG00000067445.20	2.890	9.400	-1.419	9.49e-62
NAV3	ENSG00000067798.13	0.980	3.010	-1.018	2.15e-22
ROGDI	ENSG00000067836.12	44.080	16.650	1.353	5.20e-72
PDZD4	ENSG00000067840.12	0.810	3.550	-1.330	1.53e-57
FGFR3	ENSG00000068078.17	5.280	1.620	1.261	2.76e-28
PRR11	ENSG00000068489.12	5.960	0.750	1.992	1.95e-95
RASGRP2	ENSG00000068831.18	2.420	17.421	-2.429	2.54e-83
PYGM	ENSG00000068976.13	0.350	3.690	-1.797	3.71e-181
PITX1	ENSG00000069011.15	14.730	0.400	3.490	5.14e-119
MAOB	ENSG00000069535.13	21.151	56.731	-1.382	8.57e-30
TGFBR3	ENSG00000069702.10	5.490	52.881	-3.053	2.67e-128
NUCB2	ENSG00000070081.15	146.027	58.549	1.304	3.16e-47
PFN2	ENSG00000070087.13	70.282	32.999	1.068	2.85e-18
FGF10	ENSG00000070193.4	1.050	11.660	-2.627	2.56e-39
FSTL3	ENSG00000070404.9	13.580	36.671	-1.369	5.73e-26
ST6GALNAC1	ENSG00000070526.14	0.520	2.260	-1.101	1.01e-28
ST6GALNAC2	ENSG00000070731.9	30.260	14.570	1.006	3.40e-7
PTPN21	ENSG00000070778.12	4.370	11.310	-1.197	1.45e-77
RPS6KA2	ENSG00000071242.11	7.890	19.810	-1.227	3.05e-70
TRIP13	ENSG00000071539.13	8.720	1.310	2.073	1.66e-119
LIMS2	ENSG00000072163.18	11.520	79.362	-2.682	1.24e-200
SPEG	ENSG00000072195.14	8.110	20.990	-1.271	1.09e-35
SMC1A	ENSG00000072501.17	30.960	14.480	1.046	9.27e-19
HMMR	ENSG00000072571.19	6.630	0.310	2.542	3.48e-161
SIDT1	ENSG00000072858.10	10.860	4.720	1.052	2.21e-9
MRVI1	ENSG00000072952.18	3.940	12.390	-1.439	2.14e-85
MCM2	ENSG00000073111.13	19.800	4.330	1.964	9.79e-128
TP63	ENSG00000073282.12	1.760	9.820	-1.971	2.45e-68
LLGL2	ENSG00000073350.13	48.462	19.360	1.281	1.79e-86
PDE8A	ENSG00000073417.14	9.330	20.330	-1.046	9.92e-61
GSDMB	ENSG00000073605.18	5.060	15.600	-1.454	1.75e-21
FERMT2	ENSG00000073712.13	17.980	59.842	-1.681	1.10e-111
PTGS2	ENSG00000073756.11	0.460	1.970	-1.024	6.38e-41
IGF2BP2	ENSG00000073792.15	0.770	5.050	-1.773	3.71e-47
FRY	ENSG00000073910.19	10.960	23.760	-1.050	3.45e-52
MRPS34	ENSG00000074071.13	125.304	49.148	1.333	3.95e-128
PPP2R2C	ENSG00000074211.13	3.700	0.310	1.843	1.70e-38
MGLL	ENSG00000074416.13	20.359	75.279	-1.836	2.55e-78
SCARF1	ENSG00000074660.15	2.920	13.220	-1.859	7.56e-125
HACD3	ENSG00000074696.12	90.653	25.010	1.817	6.00e-64
TUBE1	ENSG00000074935.13	7.220	15.930	-1.042	4.93e-80
GTSE1	ENSG00000075218.18	4.540	0.520	1.866	3.09e-124
TTC38	ENSG00000075234.16	14.210	29.999	-1.027	3.37e-77
PLD1	ENSG00000075651.15	4.050	10.620	-1.202	4.75e-61
WDR62	ENSG00000075702.16	2.880	0.510	1.362	1.92e-116
SEC31B	ENSG00000075826.16	1.840	11.660	-2.156	1.65e-109
RBMS2	ENSG00000076067.11	7.590	16.280	-1.008	1.16e-75
SPAG5	ENSG00000076382.16	16.030	3.170	2.030	1.40e-130
TPD52	ENSG00000076554.15	178.675	26.620	2.702	1.36e-117
MCAM	ENSG00000076706.14	38.689	180.805	-2.196	2.46e-133
UBE2T	ENSG00000077152.9	31.639	2.320	3.297	3.15e-228
PPP1R12B	ENSG00000077157.20	8.040	27.410	-1.652	7.35e-128
PAK3	ENSG00000077264.14	0.230	2.240	-1.397	1.11e-163
FAM76B	ENSG00000077458.12	8.980	20.110	-1.081	3.00e-46
GPR137B	ENSG00000077585.13	23.350	10.450	1.089	1.60e-33
NAALAD2	ENSG00000077616.10	0.280	2.950	-1.626	4.15e-236
JADE1	ENSG00000077684.15	8.810	19.620	-1.072	2.58e-91
FGFR1	ENSG00000077782.19	38.310	121.954	-1.645	2.40e-55
FBLN1	ENSG00000077942.17	89.510	247.193	-1.455	2.22e-41
LAMP3	ENSG00000078081.7	2.310	0.400	1.241	5.01e-26
FAP	ENSG00000078098.13	30.399	11.620	1.315	2.45e-37
HOXA9	ENSG00000078399.15	1.340	9.200	-2.124	2.66e-95
ITM2A	ENSG00000078596.10	14.040	87.117	-2.551	3.29e-120
RUNX1T1	ENSG00000079102.16	1.020	5.690	-1.728	2.81e-159
SLC1A3	ENSG00000079215.13	5.160	11.670	-1.040	8.08e-41
TNS1	ENSG00000079308.16	18.621	102.700	-2.402	5.08e-162
RAPGEF3	ENSG00000079337.15	5.690	70.121	-3.410	3.08e-175
LIPE	ENSG00000079435.9	9.610	265.726	-4.652	4.27e-154
PAFAH1B3	ENSG00000079462.7	101.061	15.270	2.649	2.07e-234
KIF22	ENSG00000079616.12	55.741	23.209	1.229	5.29e-117
EPB41L2	ENSG00000079819.16	19.231	62.232	-1.644	1.00e-102
HSP90AA1	ENSG00000080824.18	555.713	274.335	1.016	1.35e-32
NDC80	ENSG00000080986.12	7.500	0.560	2.446	3.19e-157
MEF2C	ENSG00000081189.13	7.440	18.400	-1.201	2.98e-59
PKP1	ENSG00000081277.11	2.430	14.290	-2.156	1.63e-48
PCDHB4	ENSG00000081818.3	1.320	3.900	-1.079	3.95e-52
PCDHGA2	ENSG00000081853.14	0.610	2.240	-1.009	7.73e-48
SMARCD3	ENSG00000082014.16	17.750	43.501	-1.247	7.43e-45
FAM135A	ENSG00000082269.16	2.400	6.080	-1.058	1.78e-55
EPB41L3	ENSG00000082397.15	12.210	26.951	-1.081	1.28e-22
KCNK2	ENSG00000082482.13	1.250	4.830	-1.374	3.29e-16
SERTAD4	ENSG00000082497.11	14.880	5.340	1.325	1.09e-26
GRHL2	ENSG00000083307.10	24.080	7.770	1.516	2.52e-68
ZMPSTE24	ENSG00000084073.8	43.730	19.631	1.116	6.30e-58
KIAA1467	ENSG00000084444.13	15.200	5.220	1.381	1.10e-24
NKAIN1	ENSG00000084628.9	9.030	0.210	3.051	2.85e-66
RAB10	ENSG00000084733.10	87.117	39.170	1.133	5.30e-50
MAPRE3	ENSG00000084764.10	13.070	28.839	-1.085	9.96e-53
MECOM	ENSG00000085276.17	3.030	9.710	-1.410	1.53e-71
IGSF9	ENSG00000085552.16	14.340	3.620	1.731	2.28e-79
WNT11	ENSG00000085741.12	1.320	13.450	-2.639	4.07e-74
TTC39A	ENSG00000085831.15	72.892	13.620	2.337	5.07e-54
ORC1	ENSG00000085840.12	2.080	0.390	1.148	8.88e-80
RAD54L	ENSG00000085999.11	3.950	0.610	1.620	1.30e-112
EPDR1	ENSG00000086289.11	4.760	11.070	-1.067	1.25e-52
FAT2	ENSG00000086570.12	0.540	2.370	-1.130	1.77e-61
TMED2	ENSG00000086598.10	202.910	81.718	1.302	7.54e-73
HSD17B2	ENSG00000086696.10	0.600	3.800	-1.585	2.15e-29
PPEF1	ENSG00000086717.18	1.350	0.170	1.006	6.59e-58
PPP1R15A	ENSG00000087074.7	25.751	69.869	-1.406	2.37e-85
ERGIC2	ENSG00000087502.17	68.960	31.541	1.104	3.63e-47
SULT2B1	ENSG00000088002.11	9.820	4.230	1.049	5.09e-16
REM1	ENSG00000088320.3	0.770	3.940	-1.481	3.43e-102
TPX2	ENSG00000088325.15	22.620	1.050	3.526	1.46e-209
TESC	ENSG00000088992.17	1.940	9.730	-1.868	5.27e-97
OAS1	ENSG00000089127.12	37.330	14.190	1.335	2.87e-32
FXYD3	ENSG00000089356.16	440.164	122.513	1.837	5.50e-59
LTBP4	ENSG00000090006.17	28.130	117.718	-2.027	7.93e-135
IRAK3	ENSG00000090376.8	1.110	7.170	-1.953	5.83e-82
LYZ	ENSG00000090382.6	87.492	22.740	1.898	1.75e-28
P3H2	ENSG00000090530.9	2.420	8.040	-1.402	1.72e-73
KIF4A	ENSG00000090889.11	6.960	0.180	2.754	3.41e-184
NAT14	ENSG00000090971.4	23.801	9.210	1.280	1.63e-86
PITPNM2	ENSG00000090975.12	1.730	5.520	-1.256	1.79e-52
ITGA6	ENSG00000091409.14	23.190	53.530	-1.173	1.09e-34
TF	ENSG00000091513.14	2.090	22.760	-2.943	8.89e-89
NLRP1	ENSG00000091592.15	5.060	25.181	-2.111	2.48e-109
ORC6	ENSG00000091651.8	4.950	0.930	1.624	4.18e-87
ESR1	ENSG00000091831.21	70.238	10.460	2.636	7.79e-13
SEMA6A	ENSG00000092421.16	3.010	13.420	-1.846	1.28e-83
WDR76	ENSG00000092470.11	6.760	2.380	1.199	1.54e-86
TBX15	ENSG00000092607.13	2.120	13.090	-2.175	7.53e-155
EZR	ENSG00000092820.17	159.608	37.621	2.056	2.17e-136
XXbac-B461K10.4	ENSG00000093100.13	3.010	8.940	-1.310	1.03e-81
GABRP	ENSG00000094755.16	4.710	54.041	-3.269	8.81e-36
FMO2	ENSG00000094963.13	2.960	55.912	-3.845	1.58e-198
SUCO	ENSG00000094975.13	26.040	10.370	1.250	1.35e-53
MSH2	ENSG00000095002.12	19.849	9.110	1.044	1.40e-42
HOOK2	ENSG00000095066.11	27.689	59.498	-1.076	1.91e-43
SH2D3C	ENSG00000095370.19	6.570	17.701	-1.305	6.60e-67
NANS	ENSG00000095380.10	86.437	37.260	1.192	2.36e-105
SORBS1	ENSG00000095637.20	8.990	63.420	-2.689	1.69e-158
TREM2	ENSG00000095970.16	22.630	6.170	1.721	8.86e-49
FKBP5	ENSG00000096060.14	22.980	65.680	-1.475	5.96e-27
TMEM14A	ENSG00000096092.5	43.209	20.579	1.035	3.79e-71
PCSK5	ENSG00000099139.13	1.720	5.990	-1.362	1.49e-94
ERMP1	ENSG00000099219.13	27.441	8.440	1.591	4.34e-65
PALMD	ENSG00000099260.10	11.320	77.069	-2.664	1.13e-175
KCNK6	ENSG00000099337.4	11.400	3.740	1.387	3.18e-50
