GeneSymbol	GeneID	MedianTumor	MedianNormal	Log2FoldChange	adjp
DBF4	ENSG00000006634.7	14.735	2.640	2.112	2.66e-142
DBNDD1	ENSG00000003249.13	12.940	4.390	1.371	4.31e-37
DCAF12	ENSG00000198876.12	22.250	7.560	1.442	9.64e-103
DCAF13	ENSG00000164934.13	30.499	8.770	1.689	4.84e-107
DCAF7	ENSG00000136485.14	35.084	12.300	1.440	1.28e-106
DCBLD1	ENSG00000164465.18	10.130	4.400	1.043	1.57e-64
DCK	ENSG00000156136.9	16.020	4.280	1.689	1.55e-126
DCLRE1B	ENSG00000118655.4	4.090	1.020	1.333	5.18e-122
DCLRE1C	ENSG00000152457.17	8.650	2.600	1.423	4.61e-106
DCP1A	ENSG00000272886.5	13.210	4.690	1.320	3.20e-87
DCPS	ENSG00000110063.8	14.350	6.570	1.020	1.13e-70
DCTN5	ENSG00000166847.9	36.265	15.680	1.160	8.12e-57
DCTPP1	ENSG00000179958.8	54.924	14.910	1.814	1.14e-112
DCUN1D1	ENSG00000043093.13	12.560	4.800	1.225	4.73e-60
DDAH1	ENSG00000153904.18	45.069	10.950	1.947	7.88e-113
DDC	ENSG00000132437.17	14.940	0.680	3.246	7.05e-62
DDIAS	ENSG00000165490.12	3.740	0.200	1.982	4.14e-125
DDX18	ENSG00000088205.12	36.845	13.420	1.392	1.02e-98
DDX21	ENSG00000165732.12	36.680	11.840	1.553	1.06e-80
DDX27	ENSG00000124228.14	34.321	15.930	1.061	7.38e-54
DDX3Y	ENSG00000067048.16	3.580	11.740	-1.476	5.37e-5
DDX52	ENSG00000278053.4	14.000	6.420	1.015	4.90e-63
DDX58	ENSG00000107201.9	6.620	2.780	1.011	2.08e-35
DDX6	ENSG00000110367.11	31.820	11.560	1.386	3.22e-61
DEGS2	ENSG00000168350.7	31.224	13.720	1.130	2.47e-22
DEK	ENSG00000124795.14	78.321	22.590	1.750	4.77e-109
DENND1A	ENSG00000119522.15	16.070	5.800	1.328	8.51e-74
DENND1B	ENSG00000213047.11	4.770	1.850	1.018	2.86e-68
DENND5B	ENSG00000170456.14	5.365	1.600	1.292	6.83e-67
DENR	ENSG00000139726.10	26.129	11.840	1.079	2.73e-91
DEPDC1	ENSG00000024526.16	4.710	0.160	2.299	1.09e-120
DEPDC1B	ENSG00000035499.12	8.420	0.380	2.771	6.03e-142
DERL1	ENSG00000136986.9	45.795	16.570	1.413	5.77e-84
DES	ENSG00000175084.11	33.940	207.504	-2.577	4.08e-24
DFFA	ENSG00000160049.11	20.825	7.700	1.327	1.59e-97
DGAT1	ENSG00000185000.9	78.669	35.080	1.143	8.66e-33
DGAT2	ENSG00000062282.14	13.265	3.400	1.697	3.55e-53
DGKD	ENSG00000077044.9	12.480	57.170	-2.109	1.39e-64
DGKH	ENSG00000102780.16	3.420	1.150	1.040	3.21e-36
DHCR7	ENSG00000172893.15	32.005	10.030	1.581	2.00e-64
DHFR	ENSG00000228716.6	19.810	3.480	2.216	5.92e-135
DHFRP1	ENSG00000188985.6	8.355	0.720	2.443	1.48e-82
DHRS4-AS1	ENSG00000215256.3	13.080	5.750	1.061	2.38e-60
DIAPH2	ENSG00000147202.17	7.400	3.080	1.042	8.00e-43
DIAPH3	ENSG00000139734.17	3.725	0.630	1.535	1.73e-100
DICER1-AS1	ENSG00000235706.7	1.340	4.110	-1.127	1.25e-66
DIEXF	ENSG00000117597.17	5.045	1.730	1.147	1.73e-108
DIO2	ENSG00000211448.11	12.225	1.260	2.549	2.78e-98
DIO3OS	ENSG00000258498.6	0.915	9.350	-2.434	3.25e-75
DIP2B	ENSG00000066084.12	10.350	3.180	1.441	1.77e-92
DIRAS1	ENSG00000176490.4	0.410	1.880	-1.030	3.17e-29
DIS3	ENSG00000083520.14	14.540	6.170	1.116	2.41e-60
DKC1	ENSG00000130826.15	45.064	14.100	1.609	1.63e-114
DLAT	ENSG00000150768.15	19.825	9.300	1.016	3.35e-64
DLEU1	ENSG00000176124.11	8.215	2.030	1.605	3.83e-113
DLEU1_2	ENSG00000273541.1	2.870	0.170	1.726	2.12e-64
DLEU2	ENSG00000231607.8	4.405	0.920	1.493	1.13e-95
DLGAP1-AS1	ENSG00000177337.7	8.525	3.180	1.188	7.42e-30
DLGAP1-AS2	ENSG00000262001.1	2.680	0.820	1.016	6.35e-40
DLGAP4	ENSG00000080845.17	46.994	22.110	1.054	8.86e-35
DLGAP5	ENSG00000126787.12	9.265	0.260	3.026	4.28e-141
DMBT1	ENSG00000187908.15	29.640	0.080	4.826	1.96e-53
DMPK	ENSG00000104936.17	12.120	38.419	-1.587	2.89e-43
DNA2	ENSG00000138346.14	3.775	1.240	1.092	5.67e-55
DNAAF5	ENSG00000164818.15	25.090	7.280	1.656	2.79e-104
DNAJA1	ENSG00000086061.15	73.564	34.130	1.086	7.67e-42
DNAJC10	ENSG00000077232.16	40.880	18.060	1.136	8.83e-66
DNAJC15	ENSG00000120675.5	19.040	6.140	1.489	3.38e-78
DNAJC22	ENSG00000178401.14	11.160	2.610	1.752	5.42e-80
DNER	ENSG00000187957.7	0.140	4.230	-2.198	4.47e-84
DNTTIP1	ENSG00000101457.12	39.946	15.830	1.283	4.81e-72
DPCR1	ENSG00000168631.11	3.445	28.019	-2.707	8.56e-8
DPH3	ENSG00000154813.9	13.055	5.880	1.031	3.55e-52
DPM1	ENSG00000000419.12	47.634	22.920	1.024	5.22e-70
DPP3	ENSG00000254986.7	37.885	15.250	1.259	1.09e-75
DPP4	ENSG00000197635.9	8.195	0.870	2.298	5.59e-53
DPP9	ENSG00000142002.16	37.360	17.390	1.061	1.06e-74
DPT	ENSG00000143196.4	2.205	23.180	-2.915	2.90e-79
DPY19L1	ENSG00000173852.13	13.875	3.890	1.605	6.81e-92
DPYSL2	ENSG00000092964.16	24.899	8.690	1.418	3.85e-30
DPYSL3	ENSG00000113657.12	22.310	10.630	1.003	7.62e-4
DSC2	ENSG00000134755.14	11.835	2.190	2.008	2.96e-34
DSCC1	ENSG00000136982.5	5.650	1.070	1.684	1.89e-112
DSG2	ENSG00000046604.12	65.190	9.580	2.645	1.48e-100
DSN1	ENSG00000149636.15	11.590	3.960	1.344	3.05e-88
DSP	ENSG00000096696.13	52.603	18.810	1.436	7.86e-49
DTD2	ENSG00000129480.12	9.355	3.070	1.347	1.35e-89
DTL	ENSG00000143476.17	8.165	0.340	2.774	1.26e-146
DTNA	ENSG00000134769.21	1.700	5.310	-1.225	4.32e-26
DTWD2	ENSG00000169570.9	3.515	0.790	1.335	2.63e-88
DTX2	ENSG00000091073.19	35.589	12.510	1.437	1.40e-61
DTX2P1	ENSG00000186704.9	5.255	1.550	1.294	4.43e-70
DTX3	ENSG00000178498.15	7.575	17.800	-1.133	3.69e-38
DTX3L	ENSG00000163840.9	24.360	6.630	1.733	3.96e-114
DTX4	ENSG00000110042.7	17.060	6.050	1.357	1.44e-55
DTYMK	ENSG00000168393.12	26.881	9.180	1.453	1.14e-85
DUOX1	ENSG00000137857.17	2.670	31.029	-3.126	1.40e-42
DUOXA1	ENSG00000140254.12	0.805	15.150	-3.161	3.32e-47
DUSP10	ENSG00000143507.17	5.670	1.550	1.387	1.54e-45
DUSP14	ENSG00000276023.4	12.060	3.060	1.686	7.43e-57
DUSP18	ENSG00000167065.13	8.705	1.950	1.718	5.15e-125
DUSP6	ENSG00000139318.7	38.610	11.720	1.639	4.84e-52
DUSP8	ENSG00000184545.10	11.110	4.430	1.157	1.65e-20
DUXAP8	ENSG00000206195.10	5.400	0.370	2.224	7.71e-80
DUXAP9	ENSG00000225210.9	4.240	0.270	2.045	5.33e-77
DYM	ENSG00000141627.13	24.370	10.850	1.098	3.84e-60
DYNC1I2	ENSG00000077380.15	73.010	33.270	1.111	7.47e-59
DYNLL1	ENSG00000088986.10	343.567	167.729	1.030	7.95e-58
DYNLRB1	ENSG00000125971.16	281.491	100.481	1.477	9.19e-74
DYNLT3	ENSG00000165169.10	21.480	9.570	1.089	1.72e-30
DYRK2	ENSG00000127334.10	13.745	4.410	1.447	4.42e-79
DYX1C1	ENSG00000256061.7	2.555	0.550	1.198	6.56e-75
E2F1	ENSG00000101412.12	9.880	1.910	1.903	4.46e-108
E2F2	ENSG00000007968.6	2.685	0.230	1.583	1.39e-74
E2F3	ENSG00000112242.14	5.845	1.720	1.331	7.23e-99
E2F5	ENSG00000133740.10	8.355	2.750	1.319	9.95e-68
E2F7	ENSG00000165891.15	2.135	0.100	1.511	1.46e-94
E2F8	ENSG00000129173.12	6.330	1.110	1.797	1.46e-70
EBF4	ENSG00000088881.20	4.095	9.710	-1.072	7.04e-28
EBNA1BP2	ENSG00000117395.10	59.575	25.550	1.190	1.69e-76
ECD	ENSG00000122882.10	17.675	7.980	1.056	1.61e-72
ECE2	ENSG00000145194.17	8.690	2.540	1.453	1.74e-93
ECHDC2	ENSG00000121310.16	30.850	120.041	-1.926	3.90e-83
ECHDC3	ENSG00000134463.14	2.475	12.750	-1.984	1.80e-32
ECI2	ENSG00000198721.12	23.351	53.271	-1.156	2.00e-46
ECM1	ENSG00000143369.14	19.960	7.430	1.314	7.83e-21
ECM2	ENSG00000106823.12	3.710	1.280	1.047	2.67e-21
ECT2	ENSG00000114346.13	32.180	2.570	3.216	2.21e-155
EDAR	ENSG00000135960.9	1.240	0.030	1.121	1.42e-40
EDEM2	ENSG00000088298.12	21.935	9.630	1.109	1.47e-84
EDNRA	ENSG00000151617.15	5.330	1.780	1.187	1.39e-17
EEA1	ENSG00000102189.16	6.235	1.900	1.319	7.45e-62
EEF1A2	ENSG00000101210.10	0.820	9.510	-2.530	2.14e-26
EFCAB11	ENSG00000140025.15	7.340	2.250	1.360	3.77e-105
EFHD2	ENSG00000142634.12	93.396	44.050	1.067	9.45e-49
EFNA2	ENSG00000099617.3	5.930	0.000	2.793	2.11e-70
EFNA3	ENSG00000143590.13	7.560	0.940	2.142	1.32e-77
EFNA4	ENSG00000243364.7	13.155	3.710	1.588	1.39e-102
EFNB1	ENSG00000090776.5	26.145	9.060	1.432	1.14e-59
EFNB2	ENSG00000125266.6	21.225	8.120	1.285	1.89e-59
EFR3A	ENSG00000132294.13	23.570	8.650	1.348	3.91e-55
EFS	ENSG00000100842.12	1.575	4.180	-1.008	1.69e-41
EFTUD2	ENSG00000108883.12	47.140	19.329	1.244	3.15e-83
EGFL6	ENSG00000198759.11	1.650	0.290	1.039	1.36e-45
EGFL8	ENSG00000241404.6	3.890	12.610	-1.477	4.03e-60
EGLN1	ENSG00000135766.8	14.630	5.850	1.190	1.94e-42
EGR2	ENSG00000122877.13	3.105	0.810	1.181	3.37e-24
EHBP1	ENSG00000115504.14	18.640	8.580	1.036	9.54e-12
EHD4	ENSG00000103966.9	22.626	8.080	1.380	1.21e-72
EHF	ENSG00000135373.12	50.628	10.660	2.147	2.78e-59
EIF1AX	ENSG00000173674.10	47.361	19.200	1.259	3.41e-77
EIF1AXP1	ENSG00000236698.1	6.085	1.500	1.503	2.28e-67
EIF2AK1	ENSG00000086232.12	91.255	23.441	1.916	1.97e-141
EIF2AK2	ENSG00000055332.16	19.110	3.800	2.067	5.93e-117
EIF2S1	ENSG00000134001.12	62.150	28.749	1.086	5.24e-38
EIF2S2	ENSG00000125977.6	65.005	30.279	1.077	9.78e-75
EIF2S2P4	ENSG00000128692.8	2.555	0.740	1.031	5.53e-83
EIF3H	ENSG00000147677.10	287.117	124.068	1.204	3.37e-67
EIF3J	ENSG00000104131.12	54.063	25.029	1.081	1.94e-73
EIF4A3	ENSG00000141543.9	57.495	27.530	1.036	1.64e-57
EIF4E	ENSG00000151247.12	37.795	18.010	1.029	2.30e-49
EIF4EBP1	ENSG00000187840.4	78.034	34.040	1.173	1.81e-47
EIF4EBP3	ENSG00000243056.1	12.255	26.761	-1.067	8.72e-38
EIF4EP2	ENSG00000229944.3	6.280	2.170	1.199	1.92e-55
EIF4G2	ENSG00000110321.15	337.337	135.157	1.313	1.24e-53
EIF5	ENSG00000100664.10	161.131	64.829	1.300	4.35e-83
EIF5A	ENSG00000132507.17	369.696	159.277	1.210	1.04e-63
EIF6	ENSG00000242372.6	202.369	68.631	1.546	4.20e-99
ELAVL1	ENSG00000066044.13	42.410	19.149	1.107	5.42e-79
ELF1	ENSG00000120690.13	39.825	16.400	1.230	3.71e-76
ELF3	ENSG00000163435.15	286.401	137.920	1.049	2.02e-32
ELF4	ENSG00000102034.16	20.410	7.740	1.293	7.86e-68
ELFN1-AS1	ENSG00000236081.1	4.600	0.200	2.222	2.04e-63
ELK1	ENSG00000126767.17	20.364	7.890	1.265	5.29e-75
ELK3	ENSG00000111145.7	18.935	5.460	1.626	5.10e-67
ELK4	ENSG00000158711.13	12.810	5.360	1.119	3.52e-70
ELL2	ENSG00000118985.14	10.335	25.509	-1.226	1.71e-53
ELL3	ENSG00000128886.11	9.010	3.840	1.048	3.40e-28
ELOVL5	ENSG00000012660.13	18.405	8.260	1.067	1.08e-9
ELOVL6	ENSG00000170522.9	10.830	3.940	1.260	1.66e-33
ELOVL7	ENSG00000164181.13	6.360	1.770	1.410	3.76e-60
ELP4	ENSG00000109911.17	10.060	4.300	1.061	6.45e-81
EMB	ENSG00000170571.11	13.425	2.740	1.947	2.53e-59
EMC1	ENSG00000127463.13	23.604	10.570	1.089	2.93e-61
EMC8	ENSG00000131148.8	24.785	11.760	1.015	8.10e-68
EME1	ENSG00000154920.14	3.360	0.740	1.325	9.96e-88
EME2	ENSG00000197774.12	2.965	7.230	-1.054	1.63e-36
EMILIN2	ENSG00000132205.10	9.515	3.360	1.270	1.97e-47
EML4	ENSG00000143924.18	27.760	11.410	1.213	6.88e-87
ENC1	ENSG00000171617.13	29.695	6.090	2.114	3.41e-86
ENGASE	ENSG00000167280.16	8.330	26.119	-1.539	4.38e-43
ENHO	ENSG00000168913.6	0.340	2.220	-1.265	1.51e-69
ENO1	ENSG00000074800.13	474.313	198.844	1.250	2.95e-47
ENOPH1	ENSG00000145293.14	25.785	9.950	1.291	1.60e-109
ENOX2	ENSG00000165675.16	8.830	3.130	1.251	7.05e-79
FUCA2	ENSG00000001036.13	42.785	18.590	1.160	2.75e-81
NFYA	ENSG00000001167.14	13.810	5.820	1.119	3.01e-69
LAP3	ENSG00000002549.12	66.666	27.280	1.259	2.61e-61
HS3ST1	ENSG00000002587.9	7.955	1.280	1.974	1.36e-58
MAD1L1	ENSG00000002822.15	19.291	8.180	1.144	6.34e-62
LASP1	ENSG00000002834.17	112.352	42.929	1.368	3.99e-77
TMEM176A	ENSG00000002933.7	128.778	33.309	1.919	1.05e-58
RBM5	ENSG00000003756.16	34.860	77.519	-1.131	5.77e-38
RBM6	ENSG00000004534.14	21.955	54.719	-1.279	9.09e-44
RECQL	ENSG00000004700.15	12.320	5.110	1.124	3.05e-38
HSPB6	ENSG00000004776.11	24.615	53.530	-1.090	5.66e-12
PDK4	ENSG00000004799.7	11.245	54.270	-2.174	4.69e-46
PRSS22	ENSG00000005001.9	20.675	8.340	1.215	2.32e-23
SKAP2	ENSG00000005020.12	16.245	4.120	1.752	8.45e-51
HOXA11	ENSG00000005073.5	1.780	0.000	1.475	1.43e-56
RPAP3	ENSG00000005175.9	16.400	6.360	1.241	3.08e-91
KMT2E	ENSG00000005483.19	28.699	12.410	1.147	5.49e-50
ITGAL	ENSG00000005844.17	8.240	2.490	1.405	3.15e-35
ITGA3	ENSG00000005884.17	57.591	26.611	1.085	8.78e-30
LAMP2	ENSG00000005893.15	70.773	32.190	1.113	5.40e-66
YBX2	ENSG00000006047.12	6.335	1.310	1.667	9.04e-33
TNFRSF12A	ENSG00000006327.13	65.990	16.230	1.959	1.46e-50
RALA	ENSG00000006451.7	32.791	10.570	1.546	3.85e-105
ETV1	ENSG00000006468.13	3.600	1.100	1.131	2.74e-23
TTC22	ENSG00000006555.10	12.370	4.590	1.258	6.21e-27
PHTF2	ENSG00000006576.16	6.490	2.480	1.106	5.77e-56
FARP2	ENSG00000006607.13	25.950	11.180	1.146	1.37e-65
USH1C	ENSG00000006611.15	40.419	8.630	2.105	3.35e-58
GGCT	ENSG00000006625.17	54.225	17.220	1.600	3.78e-95
PRSS21	ENSG00000007038.10	2.230	0.570	1.041	1.72e-24
PROM1	ENSG00000007062.11	23.074	7.140	1.564	1.43e-18
LUC7L	ENSG00000007392.16	16.735	43.600	-1.330	2.69e-48
PLEKHG6	ENSG00000008323.15	17.895	3.330	2.126	5.72e-69
NFIX	ENSG00000008441.16	44.640	21.280	1.035	2.39e-15
IL32	ENSG00000008517.16	364.948	22.830	3.941	2.30e-137
SEC62	ENSG00000008952.16	148.749	36.740	1.988	7.90e-89
IYD	ENSG00000009765.14	3.985	0.350	1.885	4.00e-52
VTA1	ENSG00000009844.15	34.504	10.560	1.619	1.49e-110
MLXIPL	ENSG00000009950.15	7.055	2.970	1.021	2.41e-11
ETV7	ENSG00000010030.13	9.900	1.250	2.276	1.49e-81
SPRTN	ENSG00000010072.15	5.625	2.280	1.014	1.76e-89
NCAPD2	ENSG00000010292.12	33.221	8.120	1.908	6.57e-106
GIPR	ENSG00000010310.8	0.785	5.030	-1.756	2.16e-35
STAB1	ENSG00000010327.10	14.440	30.950	-1.049	1.18e-29
IDS	ENSG00000010404.17	38.941	16.420	1.197	2.00e-29
PRSS3	ENSG00000010438.16	87.141	4.890	3.904	1.28e-75
HIVEP2	ENSG00000010818.8	6.430	2.450	1.107	3.29e-36
MRC2	ENSG00000011028.13	16.625	7.630	1.030	3.14e-15
PTBP1	ENSG00000011304.16	182.265	64.681	1.480	5.98e-95
PLAUR	ENSG00000011422.11	63.542	10.580	2.479	7.91e-80
TYROBP	ENSG00000011600.11	133.301	26.241	2.302	1.88e-69
SEMA3B	ENSG00000012171.17	17.285	45.251	-1.339	9.75e-33
MBTPS2	ENSG00000012174.11	7.255	2.400	1.280	2.86e-72
PRICKLE3	ENSG00000012211.12	11.770	5.000	1.090	9.69e-72
LTF	ENSG00000012223.12	4.650	13.310	-1.341	5.79e-7
KDM5D	ENSG00000012817.15	2.180	9.530	-1.728	1.14e-9
PSMC4	ENSG00000013275.7	81.196	35.700	1.163	1.63e-73
SLC25A39	ENSG00000013306.15	132.899	62.171	1.084	1.04e-63
GPRC5A	ENSG00000013588.5	182.917	9.420	4.142	2.59e-95
TACC3	ENSG00000013810.18	26.925	4.890	2.245	8.90e-110
POLA2	ENSG00000014138.8	17.635	6.990	1.222	7.35e-61
ZC3H3	ENSG00000014164.6	17.505	7.930	1.051	1.70e-73
MTMR11	ENSG00000014914.19	25.700	8.080	1.556	1.59e-42
NPC1L1	ENSG00000015520.14	1.660	0.310	1.022	1.04e-15
XYLT2	ENSG00000015532.9	12.440	58.781	-2.153	2.35e-54
ISL1	ENSG00000016082.14	1.440	4.560	-1.188	1.14e-36
RALBP1	ENSG00000017797.11	35.525	12.720	1.413	1.09e-86
WWTR1	ENSG00000018408.14	27.065	11.110	1.213	3.77e-6
VSIG2	ENSG00000019102.11	23.715	207.130	-3.074	6.21e-17
SYT13	ENSG00000019505.7	7.080	1.800	1.529	4.87e-32
ZFP64	ENSG00000020256.19	13.925	3.240	1.816	8.91e-130
RUNX3	ENSG00000020633.18	6.945	1.490	1.674	2.71e-58
PLEKHB1	ENSG00000021300.13	21.150	9.610	1.062	1.22e-10
SERPINB1	ENSG00000021355.12	124.133	47.081	1.380	2.60e-38
SPAST	ENSG00000021574.11	6.990	2.260	1.293	1.53e-98
FHL1	ENSG00000022267.16	18.400	97.402	-2.343	4.23e-46
SLC45A4	ENSG00000022567.9	17.815	5.470	1.540	1.36e-63
ERP44	ENSG00000023318.7	24.120	11.480	1.009	1.09e-95
GCLM	ENSG00000023909.9	9.525	3.600	1.194	5.54e-53
RRAGD	ENSG00000025039.14	3.510	1.230	1.016	9.42e-15
PHF20	ENSG00000025293.15	20.175	8.360	1.178	2.89e-67
TYMP	ENSG00000025708.12	68.621	18.199	1.858	1.27e-68
TOMM34	ENSG00000025772.7	31.544	9.490	1.633	1.65e-106
FAS	ENSG00000026103.19	9.120	3.720	1.100	1.97e-25
SLAMF7	ENSG00000026751.16	8.235	1.490	1.891	1.95e-33
SH2D2A	ENSG00000027869.11	8.960	1.620	1.927	9.16e-109
VRK2	ENSG00000028116.16	12.900	5.310	1.139	1.43e-75
TNFRSF1B	ENSG00000028137.16	20.925	9.330	1.086	1.81e-30
VEZT	ENSG00000028203.17	28.041	10.280	1.364	9.73e-59
POU2F2	ENSG00000028277.20	4.915	1.220	1.414	1.05e-44
SLC39A9	ENSG00000029364.11	28.145	12.030	1.161	4.70e-83
HMGB3	ENSG00000029993.14	36.794	5.640	2.509	3.47e-129
GRN	ENSG00000030582.16	288.404	86.749	1.722	4.65e-96
TSSC1	ENSG00000032389.12	18.115	6.650	1.321	2.88e-112
UBA6	ENSG00000033178.12	14.560	5.070	1.358	2.92e-58
PIAS1	ENSG00000033800.13	25.595	11.740	1.062	1.09e-71
TMSB10	ENSG00000034510.5	2348.460	698.879	1.747	2.14e-87
MYOC	ENSG00000034971.14	0.090	11.730	-3.546	2.67e-78
FAM136A	ENSG00000035141.7	37.965	18.030	1.034	6.66e-73
TUBG2	ENSG00000037042.8	6.645	26.179	-1.830	3.96e-78
MFAP3	ENSG00000037749.11	11.440	4.510	1.175	6.49e-45
METTL1	ENSG00000037897.16	19.440	9.030	1.027	3.99e-66
VCAN	ENSG00000038427.15	32.625	5.550	2.360	3.55e-65
MSR1	ENSG00000038945.14	8.355	1.380	1.975	4.14e-65
RAI14	ENSG00000039560.13	17.105	5.740	1.426	8.07e-50
SPDL1	ENSG00000040275.16	9.400	2.870	1.426	5.12e-105
STAU2	ENSG00000040341.17	21.295	8.570	1.220	4.87e-54
RTN4R	ENSG00000040608.13	5.400	1.110	1.601	1.56e-84
PSMA4	ENSG00000041357.15	150.821	73.358	1.030	1.65e-66
FAM65C	ENSG00000042062.11	1.085	5.010	-1.527	1.24e-65
TDP1	ENSG00000042088.13	9.380	3.170	1.316	4.63e-102
JADE2	ENSG00000043143.20	17.110	7.950	1.017	2.08e-29
LCP2	ENSG00000043462.11	17.275	6.560	1.273	2.08e-41
GUCA2B	ENSG00000044012.3	0.130	2.350	-1.568	7.88e-36
HSPA5	ENSG00000044574.7	194.603	73.679	1.389	9.25e-67
RRM2B	ENSG00000048392.11	9.555	3.350	1.279	3.13e-66
ZNF800	ENSG00000048405.9	13.125	5.910	1.031	1.98e-64
MRPS10	ENSG00000048544.5	26.125	10.900	1.189	2.05e-79
RSF1	ENSG00000048649.13	28.420	6.260	2.019	7.72e-123
FAM120A	ENSG00000048828.16	89.883	29.321	1.584	3.99e-108
R3HDM1	ENSG00000048991.16	18.980	5.630	1.591	1.86e-98
TNFRSF9	ENSG00000049249.8	1.385	0.070	1.156	4.89e-80
RCN1	ENSG00000049449.8	73.335	20.201	1.810	7.18e-72
RFC2	ENSG00000049541.10	21.470	9.250	1.132	3.96e-75
FOXP3	ENSG00000049768.14	3.290	0.140	1.912	7.81e-114
NFE2L3	ENSG00000050344.8	25.430	5.180	2.097	5.56e-120
MCUR1	ENSG00000050393.11	15.955	4.760	1.558	8.99e-106
LIMA1	ENSG00000050405.13	60.795	27.261	1.129	3.68e-39
PTGER3	ENSG00000050628.20	2.090	10.460	-1.891	9.02e-55
RAD51	ENSG00000051180.16	8.625	0.660	2.536	6.15e-136
POLQ	ENSG00000051341.13	2.450	0.180	1.548	9.65e-67
PIK3CB	ENSG00000051382.8	21.150	7.040	1.462	2.15e-99
THOC3	ENSG00000051596.9	29.800	10.590	1.410	4.48e-83
MPHOSPH9	ENSG00000051825.14	8.625	3.500	1.097	2.71e-69
SIKE1	ENSG00000052723.11	17.380	7.800	1.063	9.97e-80
LAMA3	ENSG00000053747.15	27.010	9.470	1.420	5.95e-27
ENTPD2	ENSG00000054179.11	10.800	3.310	1.453	9.72e-35
LY75	ENSG00000054219.10	14.535	1.570	2.596	2.35e-122
PTPRN	ENSG00000054356.13	0.435	2.900	-1.442	9.53e-39
FOXC1	ENSG00000054598.6	6.385	0.900	1.959	4.54e-64
GALC	ENSG00000054983.16	16.834	7.280	1.107	6.87e-39
NOP58	ENSG00000055044.10	64.964	25.849	1.297	1.12e-78
MCOLN3	ENSG00000055732.12	0.705	2.740	-1.133	9.03e-22
ITIH4	ENSG00000055955.15	1.390	5.850	-1.519	1.42e-38
ZFR	ENSG00000056097.15	34.575	16.110	1.056	2.26e-39
IL17RB	ENSG00000056736.9	11.010	2.880	1.630	3.80e-47
PKP2	ENSG00000057294.13	25.805	6.710	1.798	7.23e-63
GDI2	ENSG00000057608.16	138.831	58.221	1.239	9.79e-82
PRDM1	ENSG00000057657.14	12.095	2.440	1.929	4.32e-53
LAMC2	ENSG00000058085.14	31.749	2.710	3.142	8.09e-101
PPP1R12A	ENSG00000058272.15	40.864	15.250	1.365	1.01e-22
NDC1	ENSG00000058804.11	14.965	2.580	2.157	2.22e-129
PARP12	ENSG00000059378.12	30.090	13.600	1.091	7.48e-57
MXD1	ENSG00000059728.10	14.835	6.650	1.050	4.36e-14
WNK1	ENSG00000060237.16	46.380	16.180	1.464	1.66e-44
GNA15	ENSG00000060558.3	4.425	1.570	1.078	6.20e-26
QSER1	ENSG00000060749.14	7.360	2.790	1.141	7.01e-63
MRPS35	ENSG00000061794.12	52.650	19.990	1.354	1.22e-78
POLD1	ENSG00000062822.12	13.560	6.270	1.002	2.39e-44
SLC6A16	ENSG00000063127.15	0.380	1.780	-1.010	1.13e-75
SPA17	ENSG00000064199.6	10.840	2.950	1.584	2.12e-103
WISP2	ENSG00000064205.10	0.380	4.930	-2.103	6.23e-70
TAF2	ENSG00000064313.11	15.775	6.060	1.249	6.01e-82
SLC12A2	ENSG00000064651.13	33.185	12.510	1.339	1.48e-34
FAR2	ENSG00000064763.10	11.795	1.920	2.131	1.36e-97
WDR3	ENSG00000065183.15	12.255	3.320	1.617	7.38e-82
MCM10	ENSG00000065328.16	3.950	0.170	2.081	2.86e-120
TMEM206	ENSG00000065600.12	5.160	1.290	1.428	4.70e-113
MTHFD2	ENSG00000065911.11	42.530	17.321	1.249	1.79e-43
YBX1	ENSG00000065978.17	470.124	219.016	1.098	1.53e-41
SLC9A3	ENSG00000066230.10	3.730	17.390	-1.959	2.60e-5
SPI1	ENSG00000066336.11	23.970	6.180	1.798	1.58e-55
FGFR2	ENSG00000066468.20	12.865	5.250	1.150	1.50e-14
MSANTD3	ENSG00000066697.14	15.985	6.590	1.162	6.92e-68
PFKP	ENSG00000067057.16	53.409	15.430	1.727	1.54e-64
TRAM1	ENSG00000067167.7	112.306	36.969	1.577	2.30e-107
PKM	ENSG00000067225.17	496.878	182.999	1.436	1.83e-74
PRKCZ	ENSG00000067606.15	17.770	8.360	1.004	2.22e-52
PDZD4	ENSG00000067840.12	0.490	2.300	-1.147	1.07e-42
PDK3	ENSG00000067992.12	7.925	1.980	1.583	2.12e-53
HDAC4	ENSG00000068024.16	7.800	3.220	1.060	1.19e-10
PLEKHH3	ENSG00000068137.14	10.380	24.570	-1.168	2.08e-58
FTSJ1	ENSG00000068438.14	34.830	16.020	1.074	2.41e-86
PRR11	ENSG00000068489.12	13.890	0.500	3.311	4.65e-180
POLR1A	ENSG00000068654.15	11.019	3.240	1.503	1.03e-88
KIF2A	ENSG00000068796.16	14.200	3.530	1.746	1.13e-91
RASGRP2	ENSG00000068831.18	3.220	10.450	-1.440	3.27e-37
NUCKS1	ENSG00000069275.12	79.263	31.701	1.295	4.57e-65
VPS35	ENSG00000069329.15	49.619	20.110	1.262	4.87e-83
KCNAB2	ENSG00000069424.14	11.070	4.270	1.196	3.89e-44
GAL	ENSG00000069482.6	3.810	0.940	1.310	4.96e-6
PLA2G10	ENSG00000069764.9	10.679	4.120	1.190	4.43e-17
